name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,14,0,0,0,0,27,0,2845,0,0,0,0.0,0,-10,0,10,53,False,0
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,4,0,0,0,0,27,0,2845,0,2,0,0.0,0,-10,0,10,53,True,0
Junior Stanislas,MID,Bournemouth,-0.2,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,12,0,0,0,0,27,0,2249,0,0,1,0.0,0,-7,40,47,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,10,0,0,0,0,27,0,38843,0,3,1,0.0,0,-255,103,358,52,False,0
Fabian Schär,DEF,Newcastle,1.1,0,0,15,0,0.7,366,0.00,0.18,0.18,1.12,268,1,0,4.1,17.0,2023-03-12T16:30:00Z,90,20,0,0,0,0,27,0,1430684,1,1,2,23.0,2,-201333,11719,213052,51,True,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,5,0,0,0,0,27,0,510,0,2,2,0.0,0,43,82,39,40,True,0
Jonny Evans,DEF,Leicester,0.2,0,0,3,0,0.0,249,0.00,0.00,0.00,0.00,266,0,0,0.1,1.4,2023-03-11T15:00:00Z,1,6,0,0,0,0,27,0,17057,0,3,1,0.0,1,-101,22,123,44,True,0
Enzo Fernández,MID,Chelsea,3.0,1,0,23,0,16.7,724,0.43,0.43,0.00,2.35,266,1,0,5.2,35.0,2023-03-11T15:00:00Z,90,10,0,0,0,0,27,0,118171,1,3,1,0.0,5,-17274,8891,26165,50,False,0
Brennan Johnson,FWD,Nott'm Forest,4.8,0,0,9,0,17.8,394,0.01,0.07,0.05,1.71,269,3,0,5.4,9.2,2023-03-11T15:00:00Z,66,18,0,0,0,0,27,0,290079,1,1,3,27.0,2,39965,67499,27534,57,False,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0.0,514,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,13,0,0,0,0,27,0,11362,0,1,0,0.0,0,-645,23,668,50,True,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,5,0,0.8,514,0.00,0.02,0.02,0.29,73,1,0,0.7,5.4,2023-03-15T19:30:00Z,45,5,0,0,0,0,27,0,11362,1,0,1,1.0,0,-645,23,668,50,False,1
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,18,0,0,0,0,27,0,3843,0,1,3,0.0,0,-31,42,73,43,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,15,0,0,0,0,27,0,18976,0,1,2,0.0,0,-115,0,115,44,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,8,0,0,0,0,27,0,14104,0,0,1,0.0,0,-86,0,86,40,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,17,0,0,0,0,27,0,14104,0,2,0,0.0,0,-86,0,86,40,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,16,0,0,0,0,27,0,32801,0,1,3,0.0,0,-276,187,463,39,True,0
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,2,1,0.6,158,0.00,0.00,0.00,1.16,262,0,0,0.1,0.0,2023-03-11T17:30:00Z,60,13,0,0,0,0,27,0,36134,1,1,0,2.0,2,-581,170,751,42,True,1
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,5,0,0,0,0,27,0,36134,0,0,1,0.0,0,-581,170,751,42,False,0
George Wickens,GK,Fulham,-0.5,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,1,0,0,0,0,27,0,58,0,3,0,0.0,0,29,43,14,40,True,0
Wesley Fofana,DEF,Chelsea,4.2,0,0,5,0,1.8,272,0.01,0.07,0.06,2.35,266,1,0,3.9,20.2,2023-03-11T15:00:00Z,85,10,0,0,0,0,27,0,125411,1,3,1,17.0,1,36232,40334,4102,43,False,1
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,2,0,0,0,0,27,0,72130,0,1,1,0.0,0,-741,465,1206,66,True,0
Alisson Ramses Becker,GK,Liverpool,6.6,0,0,16,0,0.0,281,0.00,0.00,0.00,0.86,261,1,0,1.4,13.8,2023-03-11T12:30:00Z,90,3,0,0,0,0,27,1,1763589,1,0,1,0.0,2,17394,51400,34006,54,False,0
Che Adams,FWD,Southampton,2.2,0,0,1,1,4.3,411,0.01,0.05,0.04,0.81,267,0,0,1.2,1.6,2023-03-12T14:00:00Z,75,14,0,0,0,0,27,0,129405,1,0,0,6.0,2,11664,17500,5836,61,False,0
Che Adams,FWD,Southampton,2.2,0,0,3,0,15.8,411,0.01,0.36,0.35,2.01,69,2,0,3.9,5.8,2023-03-15T19:30:00Z,90,4,0,0,0,0,27,0,129405,1,2,0,17.0,2,11664,17500,5836,61,True,0
Sam Greenwood,FWD,Leeds,0.5,0,0,0,0,0.0,237,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,5,0,0,0,0,27,0,1188521,0,2,2,0.0,0,-49336,28475,77811,41,True,0
Charlie Robinson,DEF,Fulham,0.8,0,0,0,0,0.0,750,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,1,0,0,0,0,27,0,0,0,3,0,0.0,0,0,0,0,40,True,0
