name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,245,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,11,0,0,0,0,25,0,2863,0,0,1,0.0,0,-7,0,7,53,False,0
Junior Stanislas,MID,Bournemouth,-1.5,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,241,0,0,0.0,0.0,2023-02-25T17:30:00Z,0,13,0,0,0,0,25,0,2247,0,4,1,0.0,0,-9,21,30,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,249,0,0,0.0,0.0,2023-02-26T13:30:00Z,0,18,0,0,0,0,25,0,39374,0,0,2,0.0,0,-413,48,461,53,False,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.5,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,245,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,17,0,0,0,0,25,0,385,0,0,1,0.0,0,69,101,32,40,True,0
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,1,0,0,0,0,25,0,17238,0,1,0,0.0,0,-149,27,176,44,True,0
Enzo Fernández,MID,Chelsea,3.2,0,0,15,0,24.3,724,0.11,0.20,0.10,0.71,249,2,0,5.0,22.0,2023-02-26T13:30:00Z,90,18,0,0,0,0,25,0,142216,1,0,2,4.0,2,-760,20056,20816,50,False,0
Brennan Johnson,FWD,Nott'm Forest,3.8,0,0,6,0,22.2,394,0.01,0.05,0.05,2.64,250,4,0,3.5,5.2,2023-02-25T15:00:00Z,85,19,0,0,0,0,25,0,276471,1,0,4,8.0,2,35442,56341,20899,57,False,0
Cheick Doucouré,MID,Crystal Palace,2.5,0,0,9,1,1.2,514,0.02,0.03,0.01,0.90,242,0,0,1.9,15.2,2023-02-25T19:45:00Z,90,12,0,0,0,0,25,0,12046,1,0,0,3.0,3,47,323,276,50,True,0
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,19,0,0,0,0,25,0,3935,0,0,4,0.0,0,4,84,80,43,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,244,0,0,0.0,0.0,2023-02-24T20:00:00Z,0,9,0,0,0,0,25,0,19145,0,1,1,0.0,0,-155,0,155,44,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,12,0,0,0,0,25,0,19145,0,0,2,0.0,0,-155,0,155,44,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,249,0,0,0.0,0.0,2023-02-26T13:30:00Z,0,6,0,0,0,0,25,0,33705,0,0,2,0.0,0,-333,413,746,39,True,0
Luka Milivojevic,MID,Crystal Palace,-0.5,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,12,0,0,0,0,25,0,37400,0,0,0,0.0,0,-357,520,877,42,True,0
Wesley Fofana,DEF,Chelsea,0.5,0,0,19,0,2.4,272,0.01,0.01,0.00,0.71,249,2,0,2.3,20.8,2023-02-26T13:30:00Z,71,18,0,0,0,0,25,0,83183,0,0,2,0.0,1,220,999,779,43,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,16,0,0,0,0,25,0,73759,0,0,4,0.0,0,123,1266,1143,66,True,0
