name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,229,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,20,0,0,0,0,23,0,2880,0,2,1,0.0,0,-9,0,9,53,True,0
Junior Stanislas,MID,Bournemouth,-0.5,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,222,0,0,0.0,0.0,2023-02-11T17:30:00Z,0,15,0,0,0,0,23,0,2235,0,1,1,0.0,0,-20,8,28,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,19,0,0,0,0,23,0,40265,0,1,1,0.0,0,-681,60,741,53,False,0
Fabian Schär,DEF,Newcastle,4.3,0,0,13,0,4.6,366,0.12,0.27,0.15,1.83,222,1,0,2.3,11.6,2023-02-11T17:30:00Z,90,3,0,0,0,0,23,0,1943173,1,1,1,7.0,2,50530,104494,53964,52,False,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,1.3,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,225,0,0,0.0,0.0,2023-02-12T14:00:00Z,0,14,0,0,0,0,23,0,0,0,2,0,0.0,0,0,0,0,40,True,0
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,18,0,0,0,0,23,0,17547,0,1,4,0.0,0,-180,9,189,44,True,0
Enzo Fernández,MID,Chelsea,4.5,1,1,21,0,19.6,724,0.38,0.46,0.08,1.29,230,1,0,5.8,34.0,2023-02-11T12:30:00Z,90,19,0,0,0,0,23,0,71989,1,1,1,4.0,6,40254,44413,4159,50,False,0
Brennan Johnson,FWD,Nott'm Forest,5.3,0,0,5,0,15.1,394,0.08,0.10,0.02,1.62,224,2,0,2.4,3.4,2023-02-11T15:00:00Z,90,9,0,0,0,0,23,0,242084,1,0,2,5.0,2,56492,69017,12525,57,False,0
Cheick Doucouré,MID,Crystal Palace,2.8,0,0,0,0,1.6,514,0.00,0.06,0.05,2.36,223,1,0,1.1,5.4,2023-02-11T15:00:00Z,90,5,0,0,0,0,23,0,11899,1,1,1,4.0,1,217,432,215,50,True,1
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,9,0,0,0,0,23,0,3842,0,0,2,0.0,0,-6,63,69,43,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,229,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,17,0,0,0,0,23,0,19488,0,2,1,0.0,0,-161,0,161,44,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,1,0,0,0,0,23,0,14439,0,1,1,0.0,0,-135,0,135,40,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,10,0,0,0,0,23,0,34015,0,1,4,0.0,0,1284,1872,588,39,False,0
Luka Milivojevic,MID,Crystal Palace,0.2,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,223,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,5,0,0,0,0,23,0,37928,0,1,1,0.0,0,-678,304,982,42,True,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,272,0.00,0.00,0.00,0.00,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,19,0,0,0,0,23,0,82969,0,1,1,0.0,0,-979,105,1084,43,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,230,0,0,0.0,0.0,2023-02-11T12:30:00Z,0,6,0,0,0,0,23,0,75117,0,1,1,0.0,0,-3254,117,3371,66,True,0
Alisson Ramses Becker,GK,Liverpool,6.2,0,0,22,1,0.0,281,0.00,0.00,0.00,0.28,227,0,0,0.9,8.6,2023-02-13T20:00:00Z,90,8,0,0,0,0,23,1,1483005,1,0,2,0.0,6,-51033,9176,60209,54,True,0
Che Adams,FWD,Southampton,1.2,0,0,2,0,1.8,411,0.00,0.00,0.00,0.23,229,1,0,0.1,0.0,2023-02-11T15:00:00Z,16,20,0,0,0,0,23,0,187460,0,2,1,0.0,1,-18030,6469,24499,63,True,0
