name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00000,0.00000,0.00000,0.00000,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,12,0,0,0,0,16,0,3051,0,1,3,0.0,0,-42,0,42,53,False,0
Junior Stanislas,MID,Bournemouth,-0.3,0,0,0,0,0.0,58,0.00000,0.00000,0.00000,0.00000,151,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,8,0,0,0,0,16,0,2494,0,0,3,0.0,0,-23,94,117,48,True,0
Armando Broja,FWD,Chelsea,1.8,0,0,2,0,12.3,150,0.03711,0.14291,0.10580,1.02900,156,1,0,3.9,9.2,2022-11-12T17:30:00Z,72,15,0,0,0,0,16,0,65756,1,0,1,17.0,2,3488,8111,4623,53,False,0
Fabian Schär,DEF,Newcastle,4.5,0,1,26,1,10.9,366,0.00498,0.06488,0.05990,0.29570,156,0,0,5.3,22.8,2022-11-12T17:30:00Z,90,6,0,0,0,0,16,0,1249054,1,0,1,19.0,7,-191,72403,72594,49,True,0
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00000,0.00000,0.00000,0.00000,159,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,19,0,0,0,0,16,0,20722,0,2,0,0.0,0,-328,241,569,44,False,0
Brennan Johnson,FWD,Nott'm Forest,2.2,1,0,18,1,11.5,394,0.16667,0.28907,0.12240,1.21530,157,0,0,4.5,8.4,2022-11-12T15:00:00Z,90,7,0,0,0,0,16,0,92009,1,0,1,25.0,5,-1186,4850,6036,56,True,0
Cheick Doucouré,MID,Crystal Palace,1.8,0,0,15,0,13.5,514,0.02202,0.02202,0.00000,1.03280,157,1,0,2.7,13.4,2022-11-12T15:00:00Z,84,16,0,0,0,0,16,0,12109,1,0,1,0.0,2,-341,187,528,50,False,0
Oliver Hammond,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,7,0,0,0,0,16,0,4108,0,0,1,0.0,0,191,388,197,43,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,1,0,0,0,0,16,0,22779,0,2,0,0.0,0,-728,0,728,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,155,0,0,0.0,0.0,2022-11-12T12:30:00Z,0,13,0,0,0,0,16,0,16670,0,2,1,0.0,0,-402,0,402,40,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,451,0.00000,0.00000,0.00000,0.00000,158,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,11,0,0,0,0,16,0,31955,0,3,4,0.0,0,148,689,541,39,True,0
Luka Milivojevic,MID,Crystal Palace,1.8,0,0,0,0,0.0,158,0.00000,0.00000,0.00000,0.00000,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,16,0,0,0,0,16,0,48042,0,0,1,0.0,0,-1565,1581,3146,43,False,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,272,0.00000,0.00000,0.00000,0.00000,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,0,15,0,0,0,0,16,0,105288,0,0,1,0.0,0,-4914,183,5097,43,False,0
Gianluca Scamacca,FWD,West Ham,1.0,0,0,0,0,1.7,529,0.01462,0.32522,0.31060,1.77600,159,2,0,3.0,6.2,2022-11-12T15:00:00Z,90,10,0,0,0,0,16,0,215230,1,2,0,22.0,1,-24702,20845,45547,67,True,1
Alisson Ramses Becker,GK,Liverpool,3.7,0,0,20,0,0.0,281,0.00163,0.00163,0.00000,1.05310,154,1,0,3.8,38.2,2022-11-12T15:00:00Z,90,17,0,0,0,0,16,4,1753735,1,1,3,0.0,3,93237,125281,32044,54,True,0
Che Adams,FWD,Southampton,3.0,0,2,35,0,18.1,411,0.57237,1.15917,0.58680,1.98560,154,3,1,10.2,40.2,2022-11-12T15:00:00Z,90,12,0,0,0,0,16,0,98819,1,1,3,44.0,8,-1991,8576,10567,64,False,0
Sam Greenwood,FWD,Leeds,2.8,0,0,3,0,30.1,237,0.04728,0.20558,0.15830,0.99690,158,3,0,4.1,8.0,2022-11-12T15:00:00Z,45,18,0,0,0,0,16,0,1215815,0,3,4,3.0,1,163512,189855,26343,42,False,0
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.00000,0.00000,0.00000,0.00000,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,14,0,0,0,0,16,0,9657,0,2,1,0.0,0,-218,203,421,44,True,0
Nathaniel Phillips,DEF,Liverpool,1.3,0,0,3,0,0.0,501,0.00111,0.00111,0.00000,0.00000,154,0,0,0.0,0.4,2022-11-12T15:00:00Z,3,17,0,0,0,0,16,0,46418,0,1,3,0.0,1,803,2363,1560,39,True,0
Loïc Mbe Soh,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,393,0.00000,0.00000,0.00000,0.00000,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,7,0,0,0,0,16,0,3759,0,0,1,0.0,0,8,109,101,42,True,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,102,0.00000,0.00000,0.00000,0.00000,152,0,0,0.0,0.0,2022-11-13T14:00:00Z,0,2,0,0,0,0,16,0,73619,0,2,1,0.0,0,1197,3023,1826,39,True,0
Shola Shoretire,FWD,Man Utd,0.0,0,0,0,0,0.0,660,0.00000,0.00000,0.00000,0.00000,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,9,0,0,0,0,16,0,870,0,2,1,0.0,0,564,678,114,45,False,0
Tosin Adarabioyo,DEF,Fulham,0.0,0,0,0,0,0.0,209,0.00000,0.00000,0.00000,0.00000,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,14,0,0,0,0,16,0,14798,0,2,1,0.0,0,-1158,79,1237,45,True,0
Kalvin Phillips,MID,Man City,1.0,0,0,0,0,0.0,325,0.00000,0.00000,0.00000,0.00000,155,0,0,0.0,0.0,2022-11-12T12:30:00Z,0,4,0,0,0,0,16,0,13165,0,2,1,0.0,0,-13,125,138,48,True,0
Carlos Ribeiro Dias,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,383,0.00000,0.00000,0.00000,0.00000,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,7,0,0,0,0,16,0,45820,0,0,1,0.0,0,-2582,390,2972,43,True,0
Marek Rodák,GK,Fulham,0.0,0,0,0,0,0.0,213,0.00000,0.00000,0.00000,0.00000,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,14,0,0,0,0,16,0,18759,0,2,1,0.0,0,-447,232,679,43,True,0
Ryan Fraser,MID,Newcastle,-0.2,0,0,0,0,0.0,359,0.00000,0.00000,0.00000,0.00000,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,0,6,0,0,0,0,16,0,7716,0,0,1,0.0,0,-418,134,552,52,True,0
Luke Thomas,DEF,Leicester,2.0,0,0,25,1,1.3,270,0.00543,0.00543,0.00000,1.40040,159,0,0,1.2,11.0,2022-11-12T15:00:00Z,90,19,0,0,0,0,16,0,9013,1,2,0,0.0,6,310,579,269,42,False,0
Karl Darlow,GK,Newcastle,-0.5,0,0,0,0,0.0,353,0.00000,0.00000,0.00000,0.00000,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,0,6,0,0,0,0,16,0,124522,0,0,1,0.0,0,-3950,709,4659,39,True,0
