name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.3,0,0,0,0,0.0,403,0.00000,0.00000,0.00000,0.00000,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,5926,0,2,1,0.0,0,-905,218,1123,54,False,0
Junior Stanislas,MID,Bournemouth,-0.3,0,0,0,0,0.0,58,0.00000,0.00000,0.00000,0.00000,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,7382,0,3,0,0.0,0,-1351,677,2028,49,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00000,0.00000,0.00000,0.00000,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,98204,0,0,3,0.0,0,-22501,5658,28159,54,False,0
Fabian Schär,DEF,Newcastle,5.7,0,0,9,0,0.2,366,0.00000,0.00000,0.00000,0.00000,28,3,0,2.5,24.4,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,699172,0,3,3,0.0,0,203883,272486,68603,46,True,1
Jonny Evans,DEF,Leicester,0.7,0,0,14,0,1.3,249,0.00000,0.00000,0.00000,0.00000,26,2,0,1.9,18.0,2022-08-20T14:00:00Z,90,17,0,0,0,0,3,0,29845,0,2,1,0.0,1,-2081,1845,3926,45,True,0
Brennan Johnson,FWD,Nott'm Forest,3.5,0,3,32,0,10.8,394,0.00000,0.00000,0.00000,0.00000,23,1,1,7.6,38.0,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,143037,0,1,1,27.0,9,-21990,9523,31513,59,False,0
Cheick Doucouré,MID,Crystal Palace,2.0,0,0,10,0,2.3,514,0.00000,0.00000,0.00000,0.00000,22,1,0,0.6,2.4,2022-08-20T14:00:00Z,90,2,0,0,0,0,3,0,14204,0,1,3,1.0,2,670,2754,2084,50,True,0
Oliver Hammond,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,4254,0,1,1,0.0,0,-127,516,643,45,False,0
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,36583,0,0,1,0.0,0,-3462,1767,5229,45,False,0
Fin Stevens,DEF,Brentford,0.5,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,28840,0,2,3,0.0,0,778,4165,3387,40,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,451,0.00000,0.00000,0.00000,0.00000,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,33249,0,0,1,0.0,0,-576,1308,1884,40,True,0
Luka Milivojevic,MID,Crystal Palace,1.0,0,0,2,0,0.1,158,0.00000,0.00000,0.00000,0.00000,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,8,2,0,0,0,0,3,0,65415,0,1,3,0.0,1,-554,7684,8238,45,True,0
