id,xP
1,0.5
3,7.5
4,0.5
5,0.5
6,3.0
7,3.0
8,1.5
9,0.5
10,3.5
11,1.5
12,0.8
13,4.5
14,0.4
15,4.0
16,4.5
17,0.0
18,1.0
19,8.5
20,0.0
21,0.5
22,0.0
23,0.0
24,0.5
25,0.4
26,4.0
27,0.5
28,11.0
313,7.0
29,1.0
30,3.5
31,2.0
32,0.5
33,0.0
34,0.0
35,0.0
36,0.0
37,2.0
38,0.0
39,1.0
40,6.0
41,0.0
42,4.5
43,1.5
44,1.0
45,1.5
46,0.0
47,1.0
49,0.0
50,1.5
51,0.0
52,0.0
53,2.0
54,0.5
55,0.0
56,0.0
525,0.0
537,0.0
538,0.0
57,0.5
58,-0.5
59,0.0
60,0.0
61,-1.0
62,2.5
63,-1.5
64,3.5
65,-2.0
66,-0.5
67,0.0
68,0.5
69,0.0
70,0.0
71,1.5
72,2.0
73,4.5
74,-1.5
75,-1.5
76,1.5
77,-1.5
505,0.0
535,1.0
539,-1.5
574,0.7
576,0.4
78,3.0
79,2.0
80,8.0
81,4.0
82,0.0
83,6.5
84,0.0
85,4.5
86,1.0
87,-0.5
88,7.0
89,1.0
90,2.5
91,0.5
92,0.0
93,0.0
94,0.5
95,3.5
96,-0.5
97,0.0
98,0.0
99,0.0
100,0.0
510,3.0
515,0.0
517,-0.5
526,6.5
540,-0.5
541,1.5
580,1.5
101,2.5
102,0.0
103,4.5
104,9.0
106,4.5
107,3.5
108,4.0
109,5.0
110,0.0
111,2.0
113,5.0
114,1.0
115,0.0
116,1.0
117,0.0
118,1.0
119,0.0
120,2.5
121,0.0
122,0.0
123,0.5
124,0.5
125,0.0
126,0.0
542,0.0
543,0.0
544,0.0
559,0.5
48,0.0
112,2.0
127,4.0
128,3.5
129,0.0
130,6.5
131,0.0
132,0.0
133,0.0
134,2.5
135,0.0
136,1.5
137,0.0
138,0.0
139,4.5
140,1.0
141,0.0
142,2.5
143,0.0
144,0.0
145,1.5
146,7.0
147,4.0
148,1.0
149,0.0
150,1.0
151,0.0
304,4.0
520,6.5
545,0.0
152,0.5
153,0.0
154,0.0
155,0.0
156,-0.5
157,0.0
158,0.0
159,1.0
160,3.5
161,1.0
162,-0.2
163,0.0
164,-1.0
165,0.0
166,-0.5
167,-0.5
168,-0.5
169,3.0
170,0.5
171,-0.4
172,0.0
173,-0.5
174,0.0
175,-1.0
495,0.0
496,-1.0
514,1.0
530,-0.5
176,0.0
177,0.5
178,0.0
179,0.0
180,0.0
181,1.0
182,2.0
183,0.0
184,0.0
185,1.5
186,2.0
187,0.0
188,0.0
189,2.0
190,0.0
191,0.0
192,1.0
193,0.0
194,1.0
195,2.0
196,0.0
197,1.5
198,0.0
199,1.5
475,1.0
531,0.5
534,2.0
560,0.0
561,0.0
577,1.6
2,-0.5
105,0.0
200,0.5
201,3.0
202,-0.5
203,-0.5
204,2.0
205,1.5
206,-0.2
207,-0.5
208,-0.5
209,3.0
210,5.5
211,1.5
212,0.0
213,3.0
214,-0.5
215,4.0
216,-0.5
217,3.0
218,-0.5
219,0.0
220,1.5
346,2.0
470,-0.5
521,0.0
532,0.0
546,-0.5
562,0.0
248,0.0
249,0.0
250,0.0
251,-0.5
252,-0.5
253,-0.5
254,0.5
255,3.0
256,0.0
257,0.5
258,3.5
259,1.5
260,-0.5
261,5.5
262,1.5
263,0.0
264,0.0
265,1.5
266,5.5
267,-0.5
268,1.5
269,-0.5
270,-0.5
271,0.5
272,-0.5
273,-0.5
548,-0.5
549,0.0
581,0.5
221,-0.5
222,0.0
223,0.5
224,0.0
225,10.5
226,0.0
227,2.5
228,1.0
229,0.0
230,1.0
231,0.0
232,0.0
233,4.5
234,0.0
235,3.5
236,-0.5
237,0.0
238,1.5
239,0.0
240,0.0
241,0.0
242,0.0
243,-0.5
244,0.5
245,1.5
246,1.0
247,-0.5
506,1.0
508,0.0
547,-0.5
565,-0.5
578,0.5
274,4.0
275,2.5
276,0.8
277,0.0
278,0.0
279,1.5
280,2.5
281,2.5
282,2.5
283,8.0
284,2.5
285,3.0
286,1.5
287,1.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.8
293,6.5
294,3.5
296,2.0
297,4.5
298,1.0
497,1.0
498,0.0
499,0.0
500,1.0
501,2.0
563,1.0
564,1.0
584,2.1
299,7.5
300,8.0
301,11.5
302,2.0
303,3.5
305,3.5
306,10.5
307,8.0
308,8.0
309,0.0
310,0.0
311,2.5
312,7.5
314,7.5
315,4.5
316,1.0
317,0.0
318,10.5
319,2.5
320,1.5
322,1.5
323,1.5
324,1.5
325,0.0
502,1.5
573,2.0
326,2.0
327,1.5
328,0.5
329,1.0
330,0.0
331,1.5
332,0.0
333,2.0
334,0.0
335,2.0
336,1.5
337,0.0
338,1.0
339,0.5
340,2.0
341,0.5
342,1.0
343,0.5
344,1.5
345,0.0
347,0.0
348,0.5
504,1.5
519,2.5
533,0.0
550,0.5
551,0.5
569,1.0
570,0.5
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,1.0
355,0.0
356,4.0
357,7.0
358,6.5
359,0.5
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,1.0
366,10.0
367,4.0
368,2.5
369,3.0
370,1.0
371,4.0
372,0.0
373,3.0
374,3.0
375,0.0
376,8.0
377,4.0
552,0.0
295,3.0
378,-0.5
379,0.0
380,-0.5
