name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,1.5,0,0,3,0,0.0,403,0.00000,0.00000,0.00000,0.00000,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,1,18,0,0,0,0,1,0,5871,0,1,4,0.0,1,0,0,0,55,False,0
Junior Stanislas,MID,Bournemouth,1.1,0,0,3,0,0.0,58,0.00000,0.00000,0.00000,0.00000,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,1,2,0,0,0,0,1,0,9491,0,0,2,0.0,1,0,0,0,50,True,0
Armando Broja,FWD,Chelsea,2.0,0,0,3,0,0.3,150,0.00000,0.00000,0.00000,0.00000,3,0,0,2.5,5.2,2022-08-06T16:30:00Z,15,8,0,0,0,0,1,0,124903,0,1,0,19.0,1,0,0,0,55,False,0
Fabian Schär,DEF,Newcastle,2.4,0,3,43,1,14.6,366,0.00000,0.00000,0.00000,0.00000,7,0,1,10.6,66.0,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,40132,0,0,2,25.0,15,0,0,0,45,True,0
Jonny Evans,DEF,Leicester,1.9,0,0,15,0,1.3,249,0.00000,0.00000,0.00000,0.00000,6,2,0,1.5,14.0,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,24256,0,2,2,0.0,1,0,0,0,45,True,0
Brennan Johnson,FWD,Nott'm Forest,1.3,0,0,3,0,0.9,394,0.00000,0.00000,0.00000,0.00000,7,2,0,0.6,0.0,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,171887,0,0,2,6.0,2,0,0,0,60,False,0
Cheick Doucouré,MID,Crystal Palace,1.1,0,0,16,0,3.8,514,0.00000,0.00000,0.00000,0.00000,1,1,0,1.0,5.8,2022-08-05T19:00:00Z,74,1,0,0,0,0,1,0,9875,0,2,0,0.0,2,0,0,0,50,True,0
Oliver Hammond,MID,Nott'm Forest,0.5,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,0,1,0,3300,0,0,2,0.0,0,0,0,0,45,False,0
Luke Cundle,MID,Wolves,1.5,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,36521,0,1,2,0.0,0,0,0,0,45,False,0
Fin Stevens,DEF,Brentford,1.0,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,0,1,0,15679,0,2,2,0.0,0,0,0,0,40,False,0
Brandon Austin,GK,Spurs,1.5,0,0,0,0,0.0,451,0.00000,0.00000,0.00000,0.00000,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,27621,0,1,4,0.0,0,0,0,0,40,True,0
Luka Milivojevic,MID,Crystal Palace,0.5,0,0,3,0,1.4,158,0.00000,0.00000,0.00000,0.00000,1,1,0,0.2,0.8,2022-08-05T19:00:00Z,15,1,0,0,0,0,1,0,54854,0,2,0,0.0,1,0,0,0,45,True,0
