name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,6,0,0,0,0,24,0,2869,0,1,0,0.0,0,-11,0,11,53,False,0
Junior Stanislas,MID,Bournemouth,-0.5,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,240,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,20,0,0,0,0,24,0,2233,0,1,0,0.0,0,-2,13,15,48,False,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,17,0,0,0,0,24,0,39789,0,1,0,0.0,0,-501,75,576,53,True,0
Fabian Schär,DEF,Newcastle,1.7,0,0,5,0,1.3,366,0.01,0.41,0.41,2.37,237,2,0,2.5,4.6,2023-02-18T17:30:00Z,90,12,0,0,0,0,24,0,1874826,1,2,0,19.0,1,-70402,46433,116835,52,True,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,8,0,0,0,0,24,0,116,0,0,1,0.0,0,35,41,6,40,False,0
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,236,0,0,0.0,0.0,2023-02-19T14:00:00Z,0,14,0,0,0,0,24,0,17393,0,0,3,0.0,0,-156,12,168,44,False,0
Enzo Fernández,MID,Chelsea,4.2,0,0,14,0,2.1,724,0.08,0.08,0.00,0.83,234,1,0,2.0,16.0,2023-02-18T15:00:00Z,90,17,0,0,0,0,24,0,144364,1,1,0,2.0,2,70019,75285,5266,50,True,0
Brennan Johnson,FWD,Nott'm Forest,3.3,0,0,6,0,11.0,394,0.02,0.13,0.10,2.54,238,1,0,3.0,4.2,2023-02-18T15:00:00Z,90,13,0,0,0,0,24,0,223969,1,1,1,15.0,2,-16721,13202,29923,57,True,0
Cheick Doucouré,MID,Crystal Palace,3.0,0,0,11,0,12.3,514,0.04,0.04,0.00,0.83,232,1,0,2.6,13.4,2023-02-18T15:00:00Z,90,4,0,0,0,0,24,0,11818,1,1,1,0.0,2,-112,158,270,50,False,0
Oliver Hammond,MID,Nott'm Forest,-1.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,13,0,0,0,0,24,0,3835,0,1,1,0.0,0,-32,36,68,43,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,240,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,3,0,0,0,0,24,0,19329,0,1,0,0.0,0,-167,0,167,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,7,0,0,0,0,24,0,14359,0,1,1,0.0,0,-83,0,83,40,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2023-02-19T16:30:00Z,0,19,0,0,0,0,24,0,33556,0,0,2,0.0,0,-240,312,552,39,True,0
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,4,0,0,0,0,24,0,37429,0,1,1,0.0,0,-553,191,744,42,False,0
Wesley Fofana,DEF,Chelsea,0.8,0,0,7,0,0.3,272,0.00,0.00,0.00,0.34,234,0,0,0.4,3.2,2023-02-18T15:00:00Z,45,17,0,0,0,0,24,0,82713,0,1,0,0.0,1,-356,355,711,43,True,0
