name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,9,0,0,0,0,36,0,2805,0,2,0,0.0,0,-7,0,7,53,True,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,7,0,0,0,0,36,0,2199,0,0,2,0.0,0,3,20,17,48,False,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,37645,0,2,2,0.0,0,-52,68,120,52,True,0
Fabian Schär,DEF,Newcastle,0.0,0,0,12,0,0.6,366,0.03,0.34,0.31,2.06,357,2,0,4.0,16.8,2023-05-13T11:30:00Z,90,11,0,0,0,0,36,0,1699420,1,2,2,23.0,1,54956,97944,42988,51,False,0
Fabian Schär,DEF,Newcastle,0.0,0,0,1,0,4.2,366,0.02,0.29,0.27,0.49,248,1,0,6.5,10.8,2023-05-18T18:30:00Z,90,5,0,0,0,0,36,0,1699420,1,1,4,50.0,1,54956,97944,42988,51,True,1
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,1387,0,2,2,0.0,0,-145,111,256,40,True,0
Jonny Evans,DEF,Leicester,0.0,0,0,7,0,0.3,249,0.00,0.00,0.00,2.04,358,3,0,1.5,15.0,2023-05-15T19:00:00Z,88,12,0,0,0,0,36,0,16931,1,3,0,0.0,1,27,60,33,44,True,0
Enzo Fernández,MID,Chelsea,0.0,0,0,10,0,33.6,724,0.40,0.45,0.05,1.63,354,2,0,4.9,14.8,2023-05-13T14:00:00Z,90,16,0,0,0,0,36,0,92697,1,2,2,1.0,2,-2471,3533,6004,50,True,0
Brennan Johnson,FWD,Nott'm Forest,0.0,0,0,3,0,0.0,394,0.00,0.00,0.00,0.14,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,9,6,0,0,0,0,36,0,180875,0,2,2,0.0,1,-4489,7095,11584,55,False,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,16,1,13.6,514,0.05,0.11,0.06,0.30,355,0,0,2.3,7.4,2023-05-13T14:00:00Z,80,3,0,0,0,0,36,0,12328,1,0,2,2.0,3,54,284,230,50,True,0
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,3945,0,2,2,0.0,0,19,50,31,42,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,359,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,14,0,0,0,0,36,0,18486,0,0,2,0.0,0,-40,0,40,44,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,19,0,0,0,0,36,0,13740,0,0,2,0.0,0,-29,0,29,40,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,2,0,0,0,0,36,0,31727,0,1,2,0.0,0,-103,117,220,39,False,0
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,3,0,0,0,0,36,0,35605,0,0,2,0.0,0,-777,129,906,42,True,0
George Wickens,GK,Fulham,0.0,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,17,0,0,0,0,36,0,571,0,2,0,0.0,0,-1,20,21,40,False,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,272,0.00,0.00,0.00,0.00,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,110941,0,2,2,0.0,0,-4309,1669,5978,43,True,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,4,0,0,0,0,36,0,68503,0,0,2,0.0,0,-288,43,331,66,False,0
Alisson Ramses Becker,GK,Liverpool,0.0,0,2,35,1,0.0,281,0.01,0.01,0.00,0.54,358,0,0,3.5,35.2,2023-05-15T19:00:00Z,90,10,0,0,0,0,36,4,1765223,1,3,0,0.0,9,8214,28913,20699,54,False,0
Che Adams,FWD,Southampton,0.0,0,0,0,0,0.0,411,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,9,0,0,0,0,36,0,94978,0,2,0,0.0,0,-1107,789,1896,60,True,0
Sam Greenwood,FWD,Leeds,0.0,0,0,2,0,0.3,237,0.00,0.08,0.08,1.18,357,1,0,0.4,3.0,2023-05-13T11:30:00Z,45,15,0,0,0,0,36,0,1203829,1,2,2,1.0,1,-14859,30501,45360,40,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0,0.0,750,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,17,0,0,0,0,36,0,2075,0,2,0,0.0,0,125,261,136,40,False,0
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,17,0,0,0,0,36,0,7624,0,2,0,0.0,0,-34,0,34,44,False,0
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,10,0,0,0,0,36,0,59551,0,3,0,0.0,0,1362,2371,1009,38,False,0
Loïc Mbe Soh,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,393,0.00,0.00,0.00,0.00,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,3329,0,2,2,0.0,0,-11,0,11,42,False,0
