name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2023-04-08T16:30:00Z,0,13,0,0,0,0,30,0,2828,0,4,1,0.0,0,-6,0,6,53,True,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,10,0,0,0,0,30,0,2196,0,1,0,0.0,0,-12,9,21,48,False,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,20,0,0,0,0,30,0,38187,0,0,1,0.0,0,-188,36,224,52,False,0
Fabian Schär,DEF,Newcastle,4.3,0,0,13,0,11.7,366,0.00,0.06,0.06,2.65,292,1,0,3.7,21.6,2023-04-08T14:00:00Z,90,4,0,0,0,0,30,0,1644780,1,2,1,4.0,2,126270,140276,14006,50,False,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,7,0,0,0,0,30,0,747,0,5,1,0.0,0,-136,23,159,40,True,0
Jonny Evans,DEF,Leicester,0.4,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,3,0,0,0,0,30,0,16958,0,1,0,0.0,0,-61,6,67,44,True,0
Enzo Fernández,MID,Chelsea,2.0,0,0,15,0,6.3,724,0.04,0.04,0.00,0.56,300,1,0,2.5,19.0,2023-04-08T14:00:00Z,90,20,0,0,0,0,30,0,166625,1,0,1,0.0,2,-21065,5772,26837,50,False,0
Brennan Johnson,FWD,Nott'm Forest,3.0,0,0,-2,0,0.3,394,0.01,0.01,0.00,1.37,291,2,0,0.2,0.0,2023-04-08T14:00:00Z,90,2,0,0,0,0,30,0,240505,1,0,2,2.0,2,7743,23161,15418,57,False,0
Cheick Doucouré,MID,Crystal Palace,1.5,0,0,7,0,16.3,514,0.03,0.03,0.00,0.89,294,1,0,2.6,9.8,2023-04-09T13:00:00Z,79,11,0,0,0,0,30,0,11426,1,5,1,0.0,2,15,109,94,50,False,0
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,2,0,0,0,0,30,0,3856,0,0,2,0.0,0,7,48,41,43,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,6,0,0,0,0,30,0,18740,0,0,1,0.0,0,-68,0,68,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,15,0,0,0,0,30,0,13946,0,2,1,0.0,0,-37,0,37,40,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,5,0,0,0,0,30,0,32061,0,1,2,0.0,0,-133,85,218,39,True,0
Luka Milivojevic,MID,Crystal Palace,0.8,0,0,5,0,0.5,158,0.00,0.00,0.00,0.00,294,0,0,0.3,2.4,2023-04-09T13:00:00Z,10,11,0,0,0,0,30,0,35470,0,5,1,0.0,1,-141,189,330,42,False,0
George Wickens,GK,Fulham,0.0,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,19,0,0,0,0,30,0,423,0,1,0,0.0,0,25,147,122,40,True,0
Wesley Fofana,DEF,Chelsea,2.8,0,0,15,0,2.5,272,0.02,0.09,0.07,0.56,300,1,0,2.8,21.2,2023-04-08T14:00:00Z,79,20,0,0,0,0,30,0,121136,1,0,1,4.0,2,3419,6300,2881,43,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,9,0,0,0,0,30,0,70884,0,1,0,0.0,0,-1194,67,1261,66,False,0
Alisson Ramses Becker,GK,Liverpool,3.0,0,0,20,0,0.0,281,0.00,0.00,0.00,1.41,296,2,0,2.5,24.8,2023-04-09T15:30:00Z,90,1,0,0,0,0,30,3,1692623,1,2,2,0.0,2,-29147,10062,39209,54,True,0
Che Adams,FWD,Southampton,0.0,0,0,0,0,0.0,411,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2023-04-08T16:30:00Z,0,13,0,0,0,0,30,0,107097,0,4,1,0.0,0,-9172,231,9403,61,True,0
Sam Greenwood,FWD,Leeds,0.0,0,0,0,0,0.0,237,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,7,0,0,0,0,30,0,1077918,0,5,1,0.0,0,-20924,14282,35206,40,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0,0.0,750,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,19,0,0,0,0,30,0,811,0,1,0,0.0,0,106,239,133,40,True,0
