name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,-0.3,0,0,0,0,0.0,403,0.00000,0.00000,0.00000,0.00000,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,14,0,0,0,0,4,0,5352,0,1,0,0.0,0,-800,145,945,54,True,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00000,0.00000,0.00000,0.00000,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,12,0,0,0,0,4,0,5341,0,0,9,0.0,0,-2093,103,2196,49,False,0
Armando Broja,FWD,Chelsea,1.0,0,0,0,0,0.0,150,0.00000,0.00000,0.00000,0.00000,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,10,0,0,0,0,4,0,75964,0,1,2,0.0,0,-23103,1092,24195,54,True,0
Fabian Schär,DEF,Newcastle,5.2,0,0,11,0,31.1,366,0.00000,0.00000,0.00000,0.00000,40,1,0,5.5,13.2,2022-08-28T13:00:00Z,90,20,0,0,0,0,4,0,830397,0,1,1,11.0,1,86674,164452,77778,47,False,1
Jonny Evans,DEF,Leicester,0.3,0,0,17,0,1.0,249,0.00000,0.00000,0.00000,0.00000,35,2,0,1.6,12.8,2022-08-27T14:00:00Z,90,6,0,0,0,0,4,0,28748,0,1,2,2.0,1,-2483,1088,3571,45,False,0
Brennan Johnson,FWD,Nott'm Forest,2.2,0,0,5,0,3.3,394,0.00000,0.00000,0.00000,0.00000,38,2,0,3.1,1.6,2022-08-28T15:30:00Z,90,18,0,0,0,0,4,0,164821,0,2,0,26.0,1,12784,31958,19174,59,True,1
Cheick Doucouré,MID,Crystal Palace,1.0,0,0,9,0,0.6,514,0.00000,0.00000,0.00000,0.00000,37,4,0,2.5,17.0,2022-08-27T14:00:00Z,90,13,0,0,0,0,4,0,12952,0,2,4,7.0,2,-1725,921,2646,50,False,0
Oliver Hammond,MID,Nott'm Forest,-1.0,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,18,0,0,0,0,4,0,3942,0,2,0,0.0,0,-475,170,645,45,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,15,0,0,0,0,4,0,40408,0,1,1,0.0,0,292,6015,5723,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,8,0,0,0,0,4,0,30275,0,1,1,0.0,0,-744,2485,3229,40,True,0
Brandon Austin,GK,Spurs,1.0,0,0,0,0,0.0,451,0.00000,0.00000,0.00000,0.00000,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,16,0,0,0,0,4,0,33341,0,2,0,0.0,0,-1083,810,1893,40,False,0
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,0,0,0.0,158,0.00000,0.00000,0.00000,0.00000,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,13,0,0,0,0,4,0,59431,0,2,4,0.0,0,-6715,2622,9337,45,False,0
Wesley Fofana,DEF,Leicester,-0.5,0,0,0,0,0.0,272,0.00000,0.00000,0.00000,0.00000,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,6,0,0,0,0,4,0,139943,0,1,2,0.0,0,-18981,9312,28293,44,False,0
Gianluca Scamacca,FWD,West Ham,1.2,0,0,8,1,12.3,529,0.00000,0.00000,0.00000,0.00000,32,0,0,3.1,9.4,2022-08-28T13:00:00Z,64,2,0,0,0,0,4,0,74541,0,1,0,9.0,2,-15044,5727,20771,69,False,0
Alisson Ramses Becker,GK,Liverpool,4.0,0,0,24,1,0.0,281,0.00000,0.00000,0.00000,0.00000,36,0,0,1.6,16.2,2022-08-27T14:00:00Z,90,3,0,0,0,0,4,2,1568834,0,0,9,0.0,6,-80378,52421,132799,55,True,0
Che Adams,FWD,Southampton,3.5,0,0,6,0,12.0,411,0.00000,0.00000,0.00000,0.00000,39,1,0,7.9,2.6,2022-08-27T11:30:00Z,90,14,0,0,0,0,4,0,97472,0,1,0,64.0,2,34038,44314,10276,64,True,0
Sam Greenwood,FWD,Leeds,0.0,0,0,0,0,0.0,237,0.00000,0.00000,0.00000,0.00000,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,5,0,0,0,0,4,0,1847954,0,0,1,0.0,0,-125397,67068,192465,45,False,0
Nathaniel Chalobah,MID,Fulham,-0.8,0,0,1,0,0.3,203,0.00000,0.00000,0.00000,0.00000,31,0,0,2.0,2.2,2022-08-27T16:30:00Z,2,1,0,0,0,0,4,0,13175,0,1,2,17.0,1,-1289,951,2240,45,False,0
Nathaniel Phillips,DEF,Liverpool,2.0,0,0,0,0,0.0,501,0.00000,0.00000,0.00000,0.00000,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,3,0,0,0,0,4,0,48328,0,0,9,0.0,0,2188,9908,7720,40,True,0
Loïc Mbe Soh,DEF,Nott'm Forest,-1.0,0,0,0,0,0.0,393,0.00000,0.00000,0.00000,0.00000,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,18,0,0,0,0,4,0,3810,0,2,0,0.0,0,-411,81,492,44,True,0
Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,102,0.00000,0.00000,0.00000,0.00000,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,11,0,0,0,0,4,0,86244,0,0,1,0.0,0,-956,3485,4441,40,True,0
Tosin Adarabioyo,DEF,Fulham,1.2,0,0,11,0,0.2,209,0.00000,0.00000,0.00000,0.00000,31,2,0,2.3,22.6,2022-08-27T16:30:00Z,90,1,0,0,0,0,4,0,8547,0,1,2,0.0,1,-1052,208,1260,45,False,0
Kalvin Phillips,MID,Man City,0.9,0,0,0,0,0.0,325,0.00000,0.00000,0.00000,0.00000,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,7,0,0,0,0,4,0,24868,0,2,4,0.0,0,-4011,1167,5178,49,True,0
Carlos Ribeiro Dias,MID,Nott'm Forest,-0.8,0,0,0,0,0.0,383,0.00000,0.00000,0.00000,0.00000,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,18,0,0,0,0,4,0,40560,0,2,0,0.0,0,-1351,6785,8136,44,True,0
Marek Rodák,GK,Fulham,0.8,0,0,0,0,0.0,213,0.00000,0.00000,0.00000,0.00000,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,1,0,0,0,0,4,0,21225,0,1,2,0.0,0,-4240,467,4707,45,False,0
Ryan Fraser,MID,Newcastle,0.4,0,0,7,0,29.4,359,0.00000,0.00000,0.00000,0.00000,40,0,0,4.0,8.6,2022-08-28T13:00:00Z,25,20,0,0,0,0,4,0,7803,0,1,1,2.0,1,-2608,142,2750,53,False,0
Luke Thomas,DEF,Leicester,-0.5,0,0,0,0,0.0,270,0.00000,0.00000,0.00000,0.00000,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,6,0,0,0,0,4,0,7940,0,1,2,0.0,0,-902,182,1084,44,False,0
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,353,0.00000,0.00000,0.00000,0.00000,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,20,0,0,0,0,4,0,224349,0,1,1,0.0,0,-9425,2002,11427,40,False,0
Rodrigo Hernandez,MID,Man City,5.0,1,0,20,0,19.8,315,0.00000,0.00000,0.00000,0.00000,37,2,0,5.4,27.8,2022-08-27T14:00:00Z,90,7,0,0,0,0,4,0,235163,0,2,4,6.0,5,-24511,11846,36357,59,True,0
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,1.7,0,0,-1,0,0.7,326,0.00000,0.00000,0.00000,0.00000,39,0,0,0.8,0.0,2022-08-27T11:30:00Z,22,17,0,0,0,0,4,0,339885,0,1,0,8.0,1,-36719,23950,60669,104,False,0
Fraser Forster,GK,Spurs,1.0,0,0,0,0,0.0,426,0.00000,0.00000,0.00000,0.00000,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,16,0,0,0,0,4,0,504350,0,2,0,0.0,0,-22377,4445,26822,40,False,0
Alex Oxlade-Chamberlain,MID,Liverpool,0.0,0,0,0,0,0.0,278,0.00000,0.00000,0.00000,0.00000,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,3,0,0,0,0,4,0,780,0,0,9,0.0,0,-96,17,113,49,True,0
Jack Grealish,MID,Man City,0.5,0,0,0,0,0.0,305,0.00000,0.00000,0.00000,0.00000,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,7,0,0,0,0,4,0,182368,0,2,4,0.0,0,-132641,1634,134275,69,True,0
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.00000,0.00000,0.00000,0.00000,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,7,0,0,0,0,4,0,641,0,2,4,0.0,0,-93,0,93,45,True,0
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.00000,0.00000,0.00000,0.00000,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,14,0,0,0,0,4,0,1440,0,1,0,0.0,0,-172,0,172,45,True,0
Chris Wood,FWD,Newcastle,1.2,0,0,4,0,11.5,354,0.00000,0.00000,0.00000,0.00000,40,1,0,5.6,7.2,2022-08-28T13:00:00Z,64,20,0,0,0,0,4,0,88570,0,1,1,37.0,2,-13889,6065,19954,58,False,0
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,571,0.00000,0.00000,0.00000,0.00000,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,2,0,0,0,0,4,0,13419,0,1,0,0.0,0,247,1497,1250,40,False,0
Leander Dendoncker,MID,Wolves,1.8,0,0,3,0,0.0,479,0.00000,0.00000,0.00000,0.00000,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,1,15,0,0,0,0,4,0,13836,0,1,1,0.0,1,-2481,461,2942,50,True,0
Allan Marques Loureiro,MID,Everton,0.0,0,0,0,0,0.0,183,0.00000,0.00000,0.00000,0.00000,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,4,0,0,0,0,4,0,9678,0,1,1,0.0,0,-922,594,1516,49,False,0
