name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,259,0,0,0.0,0.0,2023-03-04T17:30:00Z,0,10,0,0,0,0,26,0,2856,0,0,1,0.0,0,-8,0,8,53,True,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,251,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,1,0,0,0,0,26,0,2255,0,2,3,0.0,0,13,41,28,48,False,0
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,255,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,11,0,0,0,0,26,0,39081,0,0,1,0.0,0,-340,45,385,52,True,0
Fabian Schär,DEF,Newcastle,0.5,0,0,0,0,0.0,366,0.00,0.00,0.00,0.00,257,0,0,0.0,0.0,2023-03-04T12:30:00Z,0,13,0,0,0,0,26,0,1636183,0,0,2,0.0,0,8507,100173,91666,51,False,0
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,255,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,6,0,0,0,0,26,0,367,0,0,1,0.0,0,-4,32,36,40,False,0
Jonny Evans,DEF,Leicester,0.1,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,259,0,0,0.0,0.0,2023-03-04T17:30:00Z,0,17,0,0,0,0,26,0,17152,0,0,1,0.0,0,-106,7,113,44,False,0
Enzo Fernández,MID,Chelsea,3.2,0,0,9,1,6.3,724,0.05,0.17,0.13,0.51,255,0,0,2.3,7.2,2023-03-04T15:00:00Z,83,11,0,0,0,0,26,0,134793,1,0,1,9.0,3,-10160,10443,20603,50,True,0
Brennan Johnson,FWD,Nott'm Forest,5.6,0,3,55,0,10.2,394,0.04,0.69,0.65,1.70,258,2,2,13.8,71.2,2023-03-05T14:00:00Z,90,8,0,0,0,0,26,0,247756,1,2,2,57.0,13,-12742,14383,27125,57,True,0
Cheick Doucouré,MID,Crystal Palace,1.2,0,0,-6,0,1.0,514,0.01,0.01,0.00,1.47,252,1,0,0.0,0.0,2023-03-04T15:00:00Z,61,2,0,0,0,1,26,0,12013,1,0,1,0.0,-1,49,262,213,50,False,0
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,8,0,0,0,0,26,0,3857,0,2,2,0.0,0,-19,36,55,43,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,18,0,0,0,0,26,0,19096,0,0,1,0.0,0,-79,0,79,44,True,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,253,0,0,0.0,0.0,2023-03-06T20:00:00Z,0,9,0,0,0,0,26,0,14190,0,2,3,0.0,0,-76,0,76,40,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,20,0,0,0,0,26,0,33034,0,0,1,0.0,0,-294,175,469,39,False,0
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,252,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,2,0,0,0,0,26,0,36674,0,0,1,0.0,0,-475,224,699,42,False,0
George Wickens,GK,Fulham,1.5,0,0,0,0,0.0,747,0.00,0.00,0.00,0.00,253,0,0,0.0,0.0,2023-03-06T20:00:00Z,0,4,0,0,0,0,26,0,0,0,2,3,0.0,0,0,0,0,40,False,0
Wesley Fofana,DEF,Chelsea,4.0,0,3,33,1,3.9,272,0.02,0.27,0.25,0.94,255,0,1,6.9,38.6,2023-03-04T15:00:00Z,90,11,0,0,0,0,26,0,87719,1,0,1,26.0,14,4362,5594,1232,43,True,1
