name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.00000,0.00000,0.00000,0.00000,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,3,0,0,0,0,12,0,3287,0,1,0,0.0,0,-71,0,71,53,False,0
Junior Stanislas,MID,Bournemouth,0.0,0,0,5,0,22.6,58,0.00000,0.00000,0.00000,0.00000,112,0,0,3.9,10.0,2022-10-19T18:30:00Z,28,17,0,0,0,0,12,0,2533,0,1,0,6.0,1,-59,32,91,48,True,0
Armando Broja,FWD,Chelsea,0.0,0,0,3,1,3.8,150,0.00000,0.00000,0.00000,0.00000,113,0,0,2.1,1.2,2022-10-19T18:30:00Z,61,4,0,0,0,0,12,0,55019,0,0,0,16.0,2,-1468,2245,3713,53,False,0
Fabian Schär,DEF,Newcastle,0.0,0,0,19,1,0.8,366,0.00000,0.00000,0.00000,0.00000,120,0,0,8.3,16.4,2022-10-19T18:30:00Z,90,8,0,0,0,0,12,0,1405101,0,0,1,66.0,5,164183,188987,24804,48,True,1
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.00000,0.00000,0.00000,0.00000,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,11,0,0,0,0,12,0,24780,0,0,2,0.0,0,-3256,32,3288,44,True,0
Brennan Johnson,FWD,Nott'm Forest,0.0,0,0,4,1,0.3,394,0.00000,0.00000,0.00000,0.00000,114,0,0,0.3,0.0,2022-10-18T18:30:00Z,85,5,0,0,0,0,12,0,112356,0,0,0,4.0,2,-10732,2169,12901,58,False,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,9,0,2.6,514,0.00000,0.00000,0.00000,0.00000,115,1,0,2.3,13.0,2022-10-18T19:15:00Z,90,20,0,0,0,0,12,0,15855,0,1,2,7.0,1,-526,448,974,50,True,1
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.00000,0.00000,0.00000,0.00000,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,5,0,0,0,0,12,0,3991,0,0,0,0.0,0,-87,99,186,44,False,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.00000,0.00000,0.00000,0.00000,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,7,0,0,0,0,12,0,25428,0,1,2,0.0,0,-939,0,939,44,False,0
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.00000,0.00000,0.00000,0.00000,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,6,0,0,0,0,12,0,18250,0,0,0,0.0,0,-674,0,674,40,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.00000,0.00000,0.00000,0.00000,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,14,0,0,0,0,12,0,31380,0,0,2,0.0,0,-548,213,761,40,False,0
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.00000,0.00000,0.00000,0.00000,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,20,0,0,0,0,12,0,56653,0,1,2,0.0,0,1596,4305,2709,43,True,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,272,0.00000,0.00000,0.00000,0.00000,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,4,0,0,0,0,12,0,132789,0,0,0,0.0,0,-32029,193,32222,44,False,0
Gianluca Scamacca,FWD,West Ham,0.0,0,0,1,0,2.8,529,0.00000,0.00000,0.00000,0.00000,118,1,0,1.0,0.0,2022-10-19T18:30:00Z,90,12,0,0,0,0,12,0,210733,0,0,1,8.0,2,-10757,16710,27467,68,False,0
Alisson Ramses Becker,GK,Liverpool,0.0,0,3,42,1,0.0,281,0.00000,0.00000,0.00000,0.00000,118,0,0,4.9,49.0,2022-10-19T18:30:00Z,90,19,0,0,1,0,12,3,1515650,0,0,1,0.0,15,44210,65295,21085,54,True,0
Che Adams,FWD,Southampton,0.0,0,0,28,1,4.8,411,0.00000,0.00000,0.00000,0.00000,112,0,1,7.5,35.6,2022-10-19T18:30:00Z,90,3,0,0,0,0,12,0,107745,0,1,0,35.0,6,4904,11394,6490,64,False,0
