assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
1,2,0,0,0.0,50472,42,36,1,0.0,0.0,1632,1,0,0,0,0,2009/10,45,0.0,50,3
1,8,0,5,0.0,50472,46,34,3,0.0,0.0,1976,0,0,0,0,0,2010/11,50,0.0,75,2
3,5,0,7,0.0,50472,50,51,0,0.0,0.0,2876,0,0,0,0,0,2011/12,55,0.0,80,7
3,6,0,5,0.0,50472,48,72,3,0.0,0.0,3374,0,0,0,0,0,2012/13,50,0.0,103,7
4,6,155,12,0.0,50472,49,33,1,0.0,0.0,2857,0,0,0,0,0,2013/14,55,0.0,95,5
2,8,461,8,0.0,50472,46,35,2,0.0,0.0,2400,0,0,0,0,0,2014/15,50,0.0,79,7
2,3,438,7,0.0,50472,46,37,2,0.0,0.0,2428,0,0,0,1,0,2015/16,50,0.0,73,5
1,0,100,0,80.4,50472,47,10,1,28.6,119.8,613,0,0,0,0,0,2016/17,50,84.0,23,2
0,0,41,0,19.3,50472,49,6,0,5.8,33.8,204,0,0,0,0,0,2017/18,50,4.0,6,0
0,0,3,0,0.1,50472,44,0,0,0.5,5.2,14,0,0,0,0,0,2018/19,45,0.0,1,0
