assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
3,11,0,0,0.0,0,2404,74,21,3,0.0,390,0.0,2506,0,0,0,0,0,1,2006/07,75,0.0,106,2
3,10,0,0,0.0,0,2404,71,14,2,0.0,1025,0.0,2203,0,0,0,0,0,2,2007/08,75,0.0,93,2
8,21,0,0,0.0,0,2404,69,16,4,0.0,1646,0.0,2041,0,0,0,0,0,3,2008/09,70,0.0,125,3
2,5,0,0,0.0,0,2404,65,20,2,0.0,2378,0.0,2119,0,1,0,0,0,4,2009/10,75,0.0,78,1
0,4,0,9,0.0,0,2404,62,21,0,0.0,3020,0.0,1972,0,0,0,0,0,5,2010/11,65,0.0,61,1
4,7,0,15,0.0,446,2404,62,21,2,0.0,3674,0.0,2500,0,0,0,0,0,6,2011/12,65,0.0,97,4
4,7,0,11,0.0,559,2404,59,40,1,0.0,4362,0.0,3044,0,0,0,0,0,7,2012/13,60,0.0,101,3
0,3,146,10,0.0,368,2404,55,30,1,0.0,5074,0.0,2413,0,0,0,0,0,8,2013/14,60,0.0,68,5
2,6,310,7,0.0,293,2404,54,11,1,0.0,5794,0.0,1457,0,0,0,0,0,9,2014/15,55,0.0,57,1
0,0,337,6,0.0,275,2404,48,24,0,0.0,6494,0.0,1972,0,0,0,0,0,10,2015/16,50,0.0,48,4
0,0,297,5,209.3,0,2404,42,14,0,54.5,7216,288.0,1601,0,0,0,0,0,11,2016/17,45,48.0,42,2
