assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
7,11,0,0,0.0,0,15157,59,37,3,0.0,313,0.0,2675,0,0,0,0,0,1,2006/07,65,0.0,114,3
2,14,0,0,0.0,0,15157,59,43,2,0.0,1094,0.0,2227,0,0,0,0,0,2,2007/08,65,0.0,84,3
9,7,0,0,0.0,0,15157,61,36,3,0.0,1346,0.0,3060,0,0,0,0,0,3,2008/09,60,0.0,128,6
12,35,0,0,0.0,0,15157,87,37,7,0.0,2013,0.0,3172,1,1,0,0,0,4,2009/10,70,0.0,184,5
7,10,0,11,0.0,0,15157,81,24,1,0.0,2986,0.0,2134,0,0,0,0,0,5,2010/11,90,0.0,97,4
5,10,0,6,0.0,344,15157,68,17,3,0.0,3665,0.0,1586,0,0,0,0,0,6,2011/12,75,0.0,86,3
4,14,0,11,0.0,323,15157,61,14,4,0.0,4355,0.0,1724,0,0,0,1,0,7,2012/13,65,0.0,96,1
6,0,73,5,0.0,281,15157,54,19,1,0.0,5064,0.0,1373,0,0,0,0,0,8,2013/14,60,0.0,67,3
8,8,393,7,0.0,427,15157,54,19,5,0.0,5783,0.0,1749,0,0,0,0,0,9,2014/15,55,0.0,107,6
11,13,520,8,0.0,508,15157,66,35,5,0.0,6483,0.0,2409,0,0,0,1,0,10,2015/16,70,0.0,123,9
4,16,682,12,937.0,0,15157,63,35,7,235.2,7196,919.0,3154,0,1,0,0,0,11,2016/17,65,493.0,139,5
3,4,459,6,615.5,0,15157,60,25,0,132.5,7646,437.2,1759,0,0,0,0,0,12,2017/18,65,272.0,77,3
