assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,40755,60,2,0,0.0,624,0.0,22,0,0,0,0,0,1,2006/07,60,0.0,2,0
1,0,0,0,0.0,0,40755,47,4,1,0.0,998,0.0,150,0,0,0,0,0,2,2007/08,50,0.0,11,0
3,1,0,0,0.0,0,40755,48,5,4,0.0,1622,0.0,448,0,0,0,0,0,3,2008/09,50,0.0,45,0
2,0,0,0,0.0,0,40755,55,2,1,0.0,2185,0.0,298,0,0,0,0,0,4,2009/10,60,0.0,24,0
0,14,0,2,0.0,0,40755,53,17,8,0.0,2828,0.0,1131,0,0,0,1,0,5,2010/11,60,0.0,78,0
5,16,0,10,0.0,371,40755,65,29,11,0.0,3872,0.0,2251,0,0,0,0,0,6,2011/12,65,0.0,128,3
5,8,0,7,0.0,322,40755,75,15,11,0.0,4578,0.0,1254,0,0,0,0,0,7,2012/13,80,0.0,99,2
8,34,239,9,0.0,717,40755,101,31,22,0.0,5289,0.0,2269,0,1,0,0,0,8,2013/14,90,0.0,197,2
3,2,152,3,0.0,192,40755,111,9,4,0.0,6006,0.0,752,0,0,0,0,0,9,2014/15,115,0.0,46,0
2,7,256,1,0.0,283,40755,100,16,8,0.0,6716,0.0,979,0,0,0,0,0,10,2015/16,105,0.0,70,0
5,2,180,3,207.4,0,40755,97,7,3,89.7,7427,202.8,775,0,0,0,0,0,11,2016/17,100,492.0,54,1
1,0,131,3,205.3,0,40755,79,8,2,64.5,8085,136.2,541,0,0,0,0,0,12,2017/18,80,304.0,32,0
