assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,1,0,2,0.9,7,120,0.04,0.04,0.00,0.37,4,0,0,1.2,4.6,2025-08-17T13:00:00Z,45,False,16,0,0,0,3,0,1,0,31063,0,2,1,3,6.0,1,0,0,0,70,False,0
0,0,13,1,3,17.3,10,120,0.02,0.12,0.10,0.95,13,0,0,4.3,16.4,2025-08-23T14:00:00Z,78,False,2,0,0,0,5,0,2,0,30082,1,2,0,1,9.0,3,-3319,2048,5367,70,True,0
0,0,-6,0,1,0.7,4,120,0.00,0.95,0.95,1.41,28,1,0,3.6,6.6,2025-08-30T14:00:00Z,89,False,17,0,1,0,2,0,3,0,40500,1,1,1,2,29.0,0,3559,8760,5201,70,False,0
0,0,21,0,0,1.6,4,120,0.03,0.64,0.61,1.25,33,2,1,8.0,35.4,2025-09-13T19:00:00Z,90,False,7,0,0,0,1,0,4,0,31910,1,3,2,2,43.0,7,-6666,1552,8218,70,True,0
0,0,7,0,0,11.3,5,120,0.20,0.26,0.06,1.01,45,3,0,3.0,6.0,2025-09-20T19:00:00Z,90,False,10,0,0,0,3,0,5,0,52230,1,2,1,3,13.0,2,15760,20261,4501,70,False,0
1,0,19,0,2,16.2,6,120,0.09,0.10,0.01,2.08,52,1,0,5.0,8.6,2025-09-27T11:30:00Z,90,False,14,0,0,0,3,0,6,0,53501,1,1,1,3,25.0,4,1930,10444,8514,70,True,1
0,0,7,0,1,24.8,5,120,0.03,0.03,0.00,0.83,64,1,0,3.9,10.0,2025-10-05T15:30:00Z,90,False,13,0,0,0,1,0,7,0,55074,1,3,1,0,4.0,1,234,9255,9021,70,True,1
1,0,19,1,3,13.3,8,120,0.14,0.46,0.32,0.33,80,0,0,8.6,23.2,2025-10-20T19:00:00Z,90,False,19,0,0,0,4,0,8,0,64678,1,1,2,0,49.0,6,6478,13725,7247,70,False,0
0,1,25,0,0,51.3,6,120,0.18,0.85,0.67,1.77,84,1,1,11.4,42.0,2025-10-25T19:00:00Z,78,False,12,0,0,0,5,0,9,0,63275,1,1,2,3,21.0,7,-1229,5981,7210,70,True,1
0,0,3,0,2,2.3,5,120,0.02,0.02,0.00,0.70,93,2,0,1.0,3.6,2025-11-01T15:00:00Z,90,False,8,0,0,0,2,0,10,0,86212,1,1,0,2,4.0,1,19375,25628,6253,70,False,1
