assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
6,20,0,0,0.0,0,11735,63,44,4,0.0,344,0.0,3092,0,0,0,0,0,1,2006/07,60,0.0,134,3
1,0,0,0,0.0,0,11735,73,2,0,0.0,828,0.0,518,0,0,0,0,0,2,2007/08,80,0.0,25,1
0,0,0,0,0.0,0,11735,62,12,3,0.0,1355,0.0,1014,0,0,0,0,0,3,2008/09,65,0.0,45,2
2,0,0,0,0.0,0,11735,55,19,0,0.0,2017,0.0,1227,0,0,0,0,0,4,2009/10,60,0.0,43,3
2,2,0,5,0.0,0,11735,47,11,2,0.0,2908,0.0,1063,0,0,0,0,0,5,2010/11,50,0.0,45,4
1,2,0,3,0.0,97,11735,52,16,1,0.0,3643,0.0,1083,0,0,0,0,0,6,2011/12,55,0.0,34,4
2,13,0,6,0.0,271,11735,49,35,4,0.0,4329,0.0,2105,0,0,0,2,0,7,2012/13,50,0.0,83,7
2,14,167,5,0.0,449,11735,51,80,7,0.0,5032,0.0,3232,0,1,0,0,0,8,2013/14,50,0.0,126,5
0,0,46,0,0.0,24,11735,50,8,0,0.0,5862,0.0,450,0,0,0,0,0,9,2014/15,55,0.0,13,3
0,0,5,0,0.0,1,11735,42,1,0,0.0,6549,0.0,13,0,0,0,0,0,10,2015/16,45,0.0,1,0
