assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2024-08-17T11:30:00Z,0,False,10,0,0,0,0,1,0,25958,0,2,0,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,False,4,0,0,0,0,2,0,26815,0,0,2,0.0,0,-3267,577,3844,45,True,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2024-09-01T15:00:00Z,0,False,14,0,0,0,0,3,0,26248,0,3,0,0.0,0,-2299,727,3026,44,False,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,16,0,0,0,0,4,0,24994,0,1,0,0.0,0,-2171,1000,3171,44,True,0
0,1,38,1,0.0,325,0.00,0.00,0.00,1.08,46,0,0,5.0,49.8,2024-09-21T14:00:00Z,90,False,3,0,0,0,0,5,7,41029,1,0,3,0.0,9,14087,16281,2194,44,True,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,20,0,0,0,0,6,0,66526,0,2,1,0.0,0,22469,36351,13882,44,False,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2024-10-05T11:30:00Z,0,False,7,0,0,0,0,7,0,50085,0,1,0,0.0,0,-15354,2291,17645,44,False,0
0,0,7,0,0.0,325,0.00,0.00,0.00,0.99,74,1,0,1.1,11.0,2024-10-20T15:30:00Z,90,False,6,0,0,0,0,8,1,106399,1,1,2,0.0,2,51906,61551,9645,44,True,0
0,0,3,0,0.0,325,0.00,0.00,0.00,1.03,81,2,0,0.9,9.2,2024-10-27T16:30:00Z,90,False,1,0,0,0,0,9,1,135796,1,2,2,0.0,1,27925,33785,5860,44,False,0
0,0,12,0,0.0,325,0.00,0.00,0.00,1.01,94,1,0,2.3,22.6,2024-11-02T15:00:00Z,90,False,5,0,0,0,0,10,4,196780,1,1,2,0.0,3,55517,62698,7181,44,True,0
0,0,23,1,0.0,325,0.00,0.00,0.00,1.38,105,0,0,1.9,19.4,2024-11-09T20:00:00Z,90,False,2,0,0,0,0,11,2,215434,1,0,2,0.0,6,17114,29016,11902,44,True,0
0,0,16,0,0.0,325,0.00,0.00,0.00,1.28,120,2,0,4.3,42.6,2024-11-24T14:00:00Z,90,False,17,0,0,1,0,12,3,276165,1,3,2,0.0,7,49065,62193,13128,45,False,0
0,0,26,1,0.0,325,0.00,0.00,0.00,0.82,125,0,0,2.3,23.4,2024-12-01T16:00:00Z,90,False,13,0,0,0,0,13,3,286259,1,0,2,0.0,7,13812,31263,17451,45,True,0
0,0,2,0,0.0,325,0.00,0.00,0.00,2.09,139,3,0,1.9,18.8,2024-12-04T19:30:00Z,90,False,15,0,0,0,0,14,3,452208,1,3,3,0.0,2,148830,156719,7889,45,False,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,155,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,9,0,0,0,0,16,0,517243,0,2,2,0.0,0,-21886,74419,96305,46,True,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2024-12-22T16:30:00Z,0,False,18,0,0,0,0,17,0,382321,0,6,3,0.0,0,-134025,7726,141751,45,False,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,175,0,0,0.0,0.0,2024-12-26T20:00:00Z,0,False,11,0,0,0,0,18,0,309701,0,1,3,0.0,0,-75034,4354,79388,44,True,0
0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2024-12-29T17:15:00Z,0,False,19,0,0,0,0,19,0,250962,0,5,0,0.0,0,-61305,1890,63195,43,False,0
