assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
12,29,0,0,0.0,0,13017,122,24,14,0.0,262,0.0,2923,0,0,0,0,0,1,2006/07,115,0.0,184,5
13,20,0,0,0.0,0,13017,117,13,12,0.0,1031,0.0,2181,0,1,0,0,0,2,2007/08,120,0.0,148,8
7,22,0,0,0.0,0,13017,107,21,12,0.0,1660,0.0,2266,0,0,0,1,0,3,2008/09,110,0.0,135,7
6,46,0,0,0.0,0,13017,120,24,26,0.0,2392,0.0,2711,0,1,0,0,0,4,2009/10,110,0.0,224,6
11,19,0,10,0.0,0,13017,118,22,11,0.0,3029,0.0,2225,0,1,0,0,0,5,2010/11,120,0.0,142,5
8,37,0,18,0.0,847,13017,129,26,27,0.0,3893,0.0,2830,0,2,0,0,0,6,2011/12,120,0.0,230,1
10,27,0,8,0.0,531,13017,116,25,12,0.0,4602,0.0,2014,1,1,0,0,0,7,2012/13,120,0.0,143,7
12,38,239,10,0.0,780,13017,113,34,17,0.0,5297,0.0,2445,0,0,0,0,0,8,2013/14,105,0.0,190,8
5,15,692,11,0.0,637,13017,106,30,12,0.0,6016,0.0,2872,0,1,0,1,0,9,2014/15,105,0.0,132,5
7,14,519,14,0.0,509,13017,99,23,8,0.0,6729,0.0,2406,0,0,0,0,0,10,2015/16,105,0.0,118,4
5,9,322,6,593.8,0,13017,86,16,5,160.2,7434,394.2,1540,0,0,0,0,0,11,2016/17,90,616.0,76,8
