assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
1,17,0,0,0.0,0,7645,55,55,4,0.0,368,0.0,3420,0,0,0,0,1,1,2006/07,55,0.0,121,4
4,7,0,0,0.0,0,7645,54,24,1,0.0,887,0.0,2654,0,0,0,0,0,2,2007/08,55,0.0,128,2
0,25,0,0,0.0,0,7645,63,36,0,0.0,1467,0.0,2974,0,0,0,0,0,3,2008/09,60,0.0,131,2
0,6,0,0,0.0,0,7645,57,10,0,0.0,2197,0.0,1035,1,0,0,0,0,4,2009/10,60,0.0,45,0
1,10,0,9,0.0,0,7645,56,32,1,0.0,2868,0.0,2796,2,0,0,0,0,5,2010/11,55,0.0,104,3
2,6,0,9,0.0,350,7645,54,31,2,0.0,3418,0.0,2570,0,0,0,0,0,6,2011/12,55,0.0,107,2
2,10,0,10,0.0,441,7645,59,38,2,0.0,4088,0.0,3154,0,0,0,0,0,7,2012/13,60,0.0,126,1
1,19,178,10,0.0,283,7645,57,28,0,0.0,4801,0.0,2315,0,0,0,0,0,8,2013/14,55,0.0,104,2
0,21,824,10,0.0,486,7645,58,47,4,0.0,5487,0.0,3285,0,0,0,0,0,9,2014/15,55,0.0,142,1
0,4,445,7,0.0,221,7645,51,25,0,0.0,6211,0.0,1850,0,0,0,0,0,10,2015/16,55,0.0,65,0
3,16,533,6,71.7,0,7645,49,32,3,110.1,6927,751.4,2251,0,0,0,1,0,11,2016/17,50,278.0,104,4
0,5,415,6,24.1,0,7645,47,39,0,66.2,7616,529.2,2063,0,0,0,0,0,12,2017/18,50,108.0,60,2
