team_id,gw,second_name,player_id,position,multiplier
118122,1,Guaita,128,1,1
118122,1,Robertson,255,2,1
118122,1,Justin,239,3,1
118122,1,Bellerín,11,4,1
118122,1,Salah,254,5,3
118122,1,Aubameyang,4,6,1
118122,1,da Silva Neves,466,7,1
118122,1,Mount,120,8,1
118122,1,Antonio,437,9,1
118122,1,Ayew,140,10,1
118122,1,Vardy,224,11,1
118122,1,Fabianski,431,12,0
118122,1,Saka,24,13,0
118122,1,Diop,451,14,0
118122,1,Mitchell,146,15,0
118122,2,Pickford,157,1,1
118122,2,Alexander-Arnold,259,2,1
118122,2,Justin,239,3,1
118122,2,Bellerín,11,4,1
118122,2,Salah,254,5,1
118122,2,Rodríguez,508,6,1
118122,2,Greenwood,315,7,1
118122,2,Praet,225,8,1
118122,2,Calvert-Lewin,164,9,1
118122,2,Kane,388,10,2
118122,2,Firmino,249,11,1
118122,2,Ryan,70,12,0
118122,2,Saka,24,13,0
118122,2,Lamptey,77,14,0
118122,2,Mitchell,146,15,0
118122,3,Pickford,157,1,1
118122,3,Robertson,255,2,1
118122,3,Silva Nascimento Vinagre,471,3,1
118122,3,James,123,4,1
118122,3,Alexander-Arnold,259,5,1
118122,3,Borges Fernandes,302,6,1
118122,3,Mahrez,275,7,1
118122,3,Grealish,37,8,1
118122,3,Kane,388,9,2
118122,3,Firmino,249,10,1
118122,3,de Andrade,166,11,1
118122,3,Steer,32,12,0
118122,3,Burke,424,13,0
118122,3,Dunne,519,14,0
118122,3,McCarthy,131,15,0
118122,4,Pickford,157,1,1
118122,4,Alexander-Arnold,259,2,1
118122,4,Justin,239,3,1
118122,4,Bellerín,11,4,1
118122,4,Salah,254,5,1
118122,4,Rodríguez,508,6,1
118122,4,Lomba Neto,474,7,1
118122,4,Saka,24,8,1
118122,4,Kane,388,9,2
118122,4,Firmino,249,10,1
118122,4,Calvert-Lewin,164,11,1
118122,4,Ryan,70,12,0
118122,4,Praet,225,13,0
118122,4,Lamptey,77,14,0
118122,4,Mitchell,146,15,0
780039,1,Ramses Becker,252,1,1
780039,1,van Dijk,250,2,1
780039,1,Alderweireld,386,3,1
780039,1,James,123,4,1
780039,1,Rodríguez,508,5,1
780039,1,Son,390,6,1
780039,1,Kanté,113,7,1
780039,1,Milivojevic,138,8,1
780039,1,Salah,254,9,2
780039,1,Kane,388,10,1
780039,1,Wilson,506,11,1
780039,1,Ryan,70,12,0
780039,1,Saliba,27,13,0
780039,1,Calvert-Lewin,164,14,0
780039,1,Walker-Peters,375,15,0
780039,2,Ramses Becker,252,1,1
780039,2,van Dijk,250,2,1
780039,2,Justin,239,3,1
780039,2,James,123,4,1
780039,2,Kanté,113,5,1
780039,2,Rodríguez,508,6,1
780039,2,Son,390,7,1
780039,2,Salah,254,8,1
780039,2,Calvert-Lewin,164,9,1
780039,2,Kane,388,10,2
780039,2,Wilson,506,11,1
780039,2,Ryan,70,12,0
780039,2,Alderweireld,386,13,0
780039,2,Walker-Peters,375,14,0
780039,2,Milivojevic,138,15,0
780039,3,Ramses Becker,252,1,1
780039,3,van Dijk,250,2,1
780039,3,Walker-Peters,375,3,1
780039,3,James,123,4,1
780039,3,Justin,239,5,1
780039,3,Rodríguez,508,6,1
780039,3,Son,390,7,1
780039,3,Kanté,113,8,1
780039,3,Salah,254,9,1
780039,3,Calvert-Lewin,164,10,1
780039,3,Kane,388,11,2
780039,3,Ryan,70,12,0
780039,3,Frello Filho,105,13,0
780039,3,Wilson,506,14,0
780039,3,Alderweireld,386,15,0
780039,4,Ryan,70,1,1
780039,4,van Dijk,250,2,1
780039,4,Walker-Peters,375,3,1
780039,4,Justin,239,4,1
780039,4,Son,390,5,1
780039,4,Rodríguez,508,6,1
780039,4,Lomba Neto,474,7,1
780039,4,Salah,254,8,2
780039,4,Calvert-Lewin,164,9,1
780039,4,Kane,388,10,1
780039,4,Wilson,506,11,1
780039,4,Ramses Becker,252,12,0
780039,4,James,123,13,0
780039,4,Frello Filho,105,14,0
780039,4,Alderweireld,386,15,0
1065298,1,McCarthy,363,1,1
1065298,1,Castagne,498,2,1
1065298,1,Saïss,461,3,1
1065298,1,Walker-Peters,375,4,1
1065298,1,Havertz,500,5,1
1065298,1,Rodríguez,508,6,1
1065298,1,Salah,254,7,2
1065298,1,Son,390,8,1
1065298,1,Jiménez,460,9,1
1065298,1,Wilson,506,10,1
1065298,1,Kane,388,11,1
1065298,1,Ryan,70,12,0
1065298,1,Saliba,27,13,0
1065298,1,Stephens,55,14,0
1065298,1,Ferguson,145,15,0
1065298,2,McCarthy,363,1,1
1065298,2,Castagne,498,2,1
1065298,2,Walker-Peters,375,3,1
1065298,2,Saïss,461,4,1
1065298,2,Havertz,500,5,1
1065298,2,Rodríguez,508,6,1
1065298,2,Salah,254,7,1
1065298,2,Son,390,8,1
1065298,2,Jiménez,460,9,1
1065298,2,Wilson,506,10,1
1065298,2,Kane,388,11,2
1065298,2,Ryan,70,12,0
1065298,2,Saliba,27,13,0
1065298,2,Stephens,55,14,0
1065298,2,Ferguson,145,15,0
1065298,3,McCarthy,363,1,1
1065298,3,Castagne,498,2,1
1065298,3,Walker-Peters,375,3,1
1065298,3,Saïss,461,4,1
1065298,3,Havertz,500,5,1
1065298,3,Son,390,6,1
1065298,3,Rodríguez,508,7,1
1065298,3,Salah,254,8,1
1065298,3,Kane,388,9,2
1065298,3,Jiménez,460,10,1
1065298,3,Wilson,506,11,1
1065298,3,Ryan,70,12,0
1065298,3,Saliba,27,13,0
1065298,3,Alzate,79,14,0
1065298,3,Dunne,519,15,0
1065298,4,McCarthy,363,1,1
1065298,4,Castagne,498,2,1
1065298,4,Walker-Peters,375,3,1
1065298,4,Saïss,461,4,1
1065298,4,Havertz,500,5,1
1065298,4,Son,390,6,1
1065298,4,Rodríguez,508,7,1
1065298,4,Salah,254,8,1
1065298,4,Kane,388,9,2
1065298,4,Jiménez,460,10,1
1065298,4,Wilson,506,11,1
1065298,4,Ryan,70,12,0
1065298,4,Mitchell,146,13,0
1065298,4,Alzate,79,14,0
1065298,4,Dunne,519,15,0
1104697,1,McCarthy,363,1,1
1104697,1,Alexander-Arnold,259,2,1
1104697,1,Justin,239,3,1
1104697,1,James,123,4,1
1104697,1,Salah,254,5,2
1104697,1,Son,390,6,1
1104697,1,Rodríguez,508,7,1
1104697,1,Hudson-Odoi,122,8,1
1104697,1,Ings,366,9,1
1104697,1,Wilson,506,10,1
1104697,1,Kane,388,11,1
1104697,1,Nyland,35,12,0
1104697,1,Saka,24,13,0
1104697,1,Walker-Peters,375,14,0
1104697,1,Taylor,97,15,0
1104697,2,McCarthy,363,1,1
1104697,2,Alexander-Arnold,259,2,1
1104697,2,Justin,239,3,1
1104697,2,James,123,4,1
1104697,2,Salah,254,5,1
1104697,2,Son,390,6,1
1104697,2,Rodríguez,508,7,1
1104697,2,Klich,198,8,1
1104697,2,Ings,366,9,1
1104697,2,Wilson,506,10,1
1104697,2,Kane,388,11,2
1104697,2,Nyland,35,12,0
1104697,2,Saka,24,13,0
1104697,2,Taylor,97,14,0
1104697,2,Walker-Peters,375,15,0
1104697,3,McCarthy,363,1,1
1104697,3,Alexander-Arnold,259,2,1
1104697,3,Walker-Peters,375,3,1
1104697,3,James,123,4,1
1104697,3,Salah,254,5,1
1104697,3,Son,390,6,1
1104697,3,Rodríguez,508,7,1
1104697,3,Klich,198,8,1
1104697,3,Wilson,506,9,1
1104697,3,Ings,366,10,1
1104697,3,Kane,388,11,2
1104697,3,Nyland,35,12,0
1104697,3,Castelo Podence,469,13,0
1104697,3,Taylor,97,14,0
1104697,3,Justin,239,15,0
1104697,4,McCarthy,363,1,1
1104697,4,Alexander-Arnold,259,2,1
1104697,4,Walker-Peters,375,3,1
1104697,4,Justin,239,4,1
1104697,4,Salah,254,5,2
1104697,4,Son,390,6,1
1104697,4,Rodríguez,508,7,1
1104697,4,Castelo Podence,469,8,1
1104697,4,Wilson,506,9,1
1104697,4,Ings,366,10,1
1104697,4,Kane,388,11,1
1104697,4,Nyland,35,12,0
1104697,4,James,123,13,0
1104697,4,Taylor,97,14,0
1104697,4,Klich,198,15,0
1580436,1,McCarthy,363,1,1
1580436,1,Alexander-Arnold,259,2,1
1580436,1,van Dijk,250,3,1
1580436,1,Doherty,457,4,1
1580436,1,Havertz,500,5,1
1580436,1,Salah,254,6,2
1580436,1,Zaha,141,7,1
1580436,1,Son,390,8,1
1580436,1,Saint-Maximin,338,9,1
1580436,1,Mitrović,184,10,1
1580436,1,Kane,388,11,1
1580436,1,Steer,32,12,0
1580436,1,Mitchell,146,13,0
1580436,1,Walker-Peters,375,14,0
1580436,1,Davis,50,15,0
1580436,2,McCarthy,363,1,1
1580436,2,Alexander-Arnold,259,2,1
1580436,2,van Dijk,250,3,1
1580436,2,Doherty,457,4,1
1580436,2,Grealish,37,5,1
1580436,2,Salah,254,6,1
1580436,2,Zaha,141,7,1
1580436,2,Son,390,8,1
1580436,2,Saint-Maximin,338,9,1
1580436,2,Mitrović,184,10,1
1580436,2,Kane,388,11,2
1580436,2,Steer,32,12,0
1580436,2,Mitchell,146,13,0
1580436,2,Walker-Peters,375,14,0
1580436,2,Davis,50,15,0
1580436,3,McCarthy,363,1,1
1580436,3,Alexander-Arnold,259,2,1
1580436,3,van Dijk,250,3,1
1580436,3,Doherty,457,4,1
1580436,3,Walker-Peters,375,5,1
1580436,3,Grealish,37,6,1
1580436,3,Salah,254,7,1
1580436,3,Rodríguez,508,8,1
1580436,3,Son,390,9,1
1580436,3,Mitrović,184,10,1
1580436,3,Kane,388,11,2
1580436,3,Steer,32,12,0
1580436,3,Mitchell,146,13,0
1580436,3,Saint-Maximin,338,14,0
1580436,3,Davis,50,15,0
1580436,4,McCarthy,363,1,1
1580436,4,Alexander-Arnold,259,2,1
1580436,4,van Dijk,250,3,1
1580436,4,Walker-Peters,375,4,1
1580436,4,Saint-Maximin,338,5,1
1580436,4,Salah,254,6,2
1580436,4,Rodríguez,508,7,1
1580436,4,Son,390,8,1
1580436,4,Grealish,37,9,1
1580436,4,Bamford,202,10,1
1580436,4,Kane,388,11,1
1580436,4,Steer,32,12,0
1580436,4,Doherty,457,13,0
1580436,4,Mitchell,146,14,0
1580436,4,Davis,50,15,0
2587714,1,McCarthy,363,1,1
2587714,1,Cresswell,435,2,1
2587714,1,Robertson,255,3,1
2587714,1,Alderweireld,386,4,1
2587714,1,Zaha,141,5,1
2587714,1,Salah,254,6,2
2587714,1,Son,390,7,1
2587714,1,Mount,120,8,1
2587714,1,Kane,388,9,1
2587714,1,Maupay,68,10,1
2587714,1,Calvert-Lewin,164,11,1
2587714,1,Nyland,35,12,0
2587714,1,Dunk,62,13,0
2587714,1,Saint-Maximin,338,14,0
2587714,1,Ayling,197,15,0
2587714,2,McCarthy,363,1,1
2587714,2,Ayling,197,2,1
2587714,2,Dunk,62,3,1
2587714,2,Robertson,255,4,1
2587714,2,Salah,254,5,1
2587714,2,Son,390,6,1
2587714,2,Saint-Maximin,338,7,1
2587714,2,Grealish,37,8,1
2587714,2,Maupay,68,9,1
2587714,2,Kane,388,10,1
2587714,2,Calvert-Lewin,164,11,2
2587714,2,Nyland,35,12,0
2587714,2,Alderweireld,386,13,0
2587714,2,Zaha,141,14,0
2587714,2,Cresswell,435,15,0
2587714,3,McCarthy,363,1,1
2587714,3,Ayling,197,2,1
2587714,3,Cresswell,435,3,1
2587714,3,Robertson,255,4,1
2587714,3,Zaha,141,5,1
2587714,3,Salah,254,6,1
2587714,3,Son,390,7,1
