first_name,second_name,id
Mesut,Özil,1
Sokratis,Papastathopoulos,2
David,Luiz Moreira Marinho,3
Pierre-Emerick,Aubameyang,4
Cédric,Soares,5
Alexandre,Lacazette,6
Shkodran,Mustafi,7
Bernd,Leno,8
Granit,Xhaka,9
Pablo,Marí,10
Héctor,Bellerín,11
Emiliano,Martínez,12
Calum,Chambers,13
Sead,Kolasinac,14
Ainsley,Maitland-Niles,15
Rob,Holding,16
Kieran,Tierney,17
Nicolas,Pépé,18
Lucas,Torreira,19
Joseph,Willock,20
Reiss,Nelson,21
Edward,Nketiah,22
Emile,Smith Rowe,23
Bukayo,Saka,24
Matteo,Guendouzi,25
Gabriel Teodoro,Martinelli Silva,26
William,Saliba,27
Willian,Borges Da Silva,478
Tom,Heaton,28
Ahmed,El Mohamady,29
Henri,Lansbury,30
Neil,Taylor,31
Jed,Steer,32
Conor,Hourihane,33
José Ignacio,Peleteiro Romallo,34
Ørjan,Nyland,35
Bjorn,Engels,36
Jack,Grealish,37
John,McGinn,38
Kortney,Hause,39
Mahmoud Ahmed,Ibrahim Hassan,40
Tyrone,Mings,41
Matt,Targett,42
James,Bree,43
Marvelous,Nakamba,44
Anwar,El Ghazi,45
Ezri,Konsa Ngoyo,46
Frédéric,Guilbert,47
Wesley,Moraes,48
Mbwana,Samatta,49
Keinan,Davis,50
Indiana,Vassilev,51
Douglas Luiz,Soares de Paulo,52
Glenn,Murray,53
Adam,Lallana,54
Dale,Stephens,55
David,Button,56
Pascal,Groß,57
Shane,Duffy,58
Davy,Pröpper,59
Aaron,Mooy,60
Dan,Burn,61
Lewis,Dunk,62
Martín,Montoya,63
Florin,Andone,64
Solomon,March,65
Adam,Webster,66
Joël,Veltman,67
Neal,Maupay,68
Leandro,Trossard,69
Mathew,Ryan,70
Alireza,Jahanbakhsh,71
José,Izquierdo,72
Matthew,Clarke,73
Ben,White,74
Bernardo,Fernandes da Silva Junior,75
Yves,Bissouma,76
Tariq,Lamptey,77
Aaron,Connolly,78
Steven,Alzate,79
Alexis,Mac Allister,80
James,Tarkowski,81
Phil,Bardsley,82
Erik,Pieters,83
Jack,Cork,84
Kevin,Long,85
Jay,Rodriguez,86
Ashley,Barnes,87
Ben,Mee,88
Ashley,Westwood,89
Johann Berg,Gudmundsson,90
Chris,Wood,91
Matthew,Lowton,92
Matej,Vydra,93
Ben,Gibson,94
Robbie,Brady,95
Nick,Pope,96
Charlie,Taylor,97
Josh,Brownhill,98
Bailey,Peacock-Farrell,99
Dwight,McNeil,100
Willy,Caballero,101
César,Azpilicueta,102
Olivier,Giroud,103
Marcos,Alonso,104
Jorge Luiz,Frello Filho,105
Ross,Barkley,106
Mateo,Kovacic,107
Michy,Batshuayi,108
Antonio,Rüdiger,109
Kurt,Zouma,110
Emerson,Palmieri dos Santos,111
Kepa,Arrizabalaga,112
N'Golo,Kanté,113
Hakim,Ziyech,114
Ruben,Loftus-Cheek,115
Andreas,Christensen,116
Timo,Werner,117
Tammy,Abraham,118
Christian,Pulisic,119
Mason,Mount,120
Fikayo,Tomori,121
Callum,Hudson-Odoi,122
Reece,James,123
Billy,Gilmour,124
Gary,Cahill,125
Wayne,Hennessey,126
Mamadou,Sakho,127
Vicente,Guaita,128
James,Tomkins,129
James,McArthur,130
James,McCarthy,131
Christian,Benteke,132
Cheikhou,Kouyaté,133
Joel,Ward,134
Martin,Kelly,135
Connor,Wickham,136
Andros,Townsend,137
Luka,Milivojevic,138
Patrick,van Aanholt,139
Jordan,Ayew,140
Wilfried,Zaha,141
Jeffrey,Schlupp,142
Max,Meyer,143
Jairo,Riedewald,144
Nathan,Ferguson,145
Tyrick,Mitchell,146
Brandon,Pierrick,147
Theo,Walcott,148
Fabian,Delph,149
Gylfi,Sigurdsson,150
Jonas,Lössl,151
Seamus,Coleman,152
Cenk,Tosun,153
Bernard,Anício Caldeira Duarte,154
Lucas,Digne,155
Michael,Keane,156
Jordan,Pickford,157
André Filipe,Tavares Gomes,158
Alex,Iwobi,159
Jonjoe,Kenny,160
Jean-Philippe,Gbamin,161
Yerry,Mina,162
Tom,Davies,163
Dominic,Calvert-Lewin,164
Mason,Holgate,165
Richarlison,de Andrade,166
João,Virgínia,167
Anthony,Gordon,168
Moise,Kean,169
Jarrad,Branthwaite,170
Fabricio,Agosto Ramírez,171
Kevin,McDonald,172
Maxime,Le Marchand,173
Stefan,Johansen,174
Tom,Cairney,175
Tim,Ream,176
Anthony,Knockaert,177
Michael,Hector,178
Cyrus,Christie,179
Neeskens,Kebano,180
Bobby,Decordova-Reid,181
Joe,Bryan,182
Marcus,Bettinelli,183
Aleksandar,Mitrović,184
Alfie,Mawson,185
Marek,Rodák,186
Ivan Ricardo,Neves Abreu Cavaleiro,187
Josh,Onomah,188
Jean Michaël,Seri,189
Aboubakar,Kamara,190
André-Frank,Zambo Anguissa,191
Zeze Steven,Sessegnon,192
Wes,Morgan,216
Kasper,Schmeichel,217
Christian,Fuchs,218
Jonny,Evans,219
Adrien,Silva,220
Marc,Albrighton,221
Matty,James,222
Danny,Ward,223
Jamie,Vardy,224
Dennis,Praet,225
Ricardo Domingos,Barbosa Pereira,226
Daniel,Amartey,227
Youri,Tielemans,228
Ayoze,Pérez,229
Demarai,Gray,230
James,Maddison,231
Benjamin,Chilwell,232
Kelechi,Iheanacho,233
Hamza,Choudhury,234
Harvey,Barnes,235
Wilfred,Ndidi,236
Filip,Benkovic,237
Çaglar,Söyüncü,238
James,Justin,239
Luke,Thomas,240
Pablo,Hernández Domínguez,193
Francisco,Casilla Cortés,194
Liam,Cooper,195
Barry,Douglas,196
Luke,Ayling,197
Mateusz,Klich,198
Adam,Forshaw,199
Stuart,Dallas,200
Ezgjan,Alioski,201
Patrick,Bamford,202
Jack,Harrison,203
Kalvin,Phillips,204
Hélder Wander,Sousa de Azevedo e Costa,205
Tyler,Roberts,206
Jay-Roy,Grot,207
Kamil,Miazek,208
Ian Carlo,Poveda-Ocampo,209
Jamie,Shackleton,210
Pascal,Struijk,211
