assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,56979,45,2,0,0.0,0.0,45,0,0,0,0,0,2008/09,45,0.0,1,0
5,8,0,0,0.0,56979,45,45,1,0.0,0.0,2187,0,0,0,0,0,2009/10,45,0.0,82,3
5,20,0,13,0.0,56979,54,46,3,0.0,0.0,3211,0,0,0,0,0,2010/11,55,0.0,133,2
2,8,0,10,0.0,56979,56,34,2,0.0,0.0,2658,0,0,0,0,0,2011/12,65,0.0,95,3
4,9,0,8,0.0,56979,48,12,5,0.0,0.0,1535,0,0,0,0,0,2012/13,60,0.0,95,3
7,9,197,11,0.0,56979,62,42,4,0.0,0.0,3128,0,0,0,1,0,2013/14,60,0.0,124,4
10,22,725,13,0.0,56979,66,45,6,0.0,0.0,3256,0,0,0,0,0,2014/15,60,0.0,162,6
3,3,276,5,0.0,56979,65,16,2,0.0,0.0,1290,0,0,0,0,0,2015/16,70,0.0,57,1
4,9,467,7,554.3,56979,62,28,1,115.5,507.4,2116,0,0,0,0,0,2016/17,65,93.0,73,8
1,3,382,14,448.8,56979,53,21,1,97.8,417.0,2169,0,0,0,0,0,2017/18,55,110.0,75,1
3,2,397,12,311.7,56979,53,14,1,85.4,358.8,1976,0,0,0,1,0,2018/19,55,182.0,76,1
