assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,17745,35,0,0,0.0,0.0,0,0,0,0,0,0,2006/07,35,0.0,0,0
0,2,0,0,0.0,17745,40,5,0,0.0,0.0,630,0,0,1,0,24,2007/08,40,0.0,41,0
0,0,0,0,0.0,17745,39,1,0,0.0,0.0,72,0,0,0,0,2,2008/09,40,0.0,2,0
0,6,366,6,0.0,17745,45,37,0,0.0,0.0,2160,0,0,0,0,80,2014/15,45,0.0,83,0
0,5,724,15,0.0,17745,50,36,0,0.0,0.0,3420,0,0,0,0,100,2015/16,45,0.0,147,2
0,10,585,8,0.0,17745,49,47,0,75.8,757.4,2666,0,0,0,0,113,2016/17,50,0.0,109,1
0,17,592,8,11.1,17745,51,47,0,69.9,687.2,2965,1,0,2,0,93,2017/18,50,0.0,123,3
0,6,618,10,10.0,17745,50,48,0,76.9,756.8,3420,0,0,0,0,90,2018/19,50,4.0,120,3
0,10,707,13,30.0,17745,55,41,0,89.6,863.4,3420,0,0,2,0,97,2019/20,50,2.0,156,2
0,6,631,11,0.0,17745,54,50,0,76.9,769.0,3420,1,0,0,0,88,2020/21,55,0.0,128,0
0,12,706,7,11.2,17745,50,58,0,109.1,1076.6,3330,0,0,2,0,131,2021/22,50,0.0,131,1
