assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,7,0,12.4,32,0.01,0.01,0.00,1.41,7,1,0,2.3,9.0,2024-08-17T16:30:00Z,81,0,0,0,0,0,0,0,False,19,0,0,0,0,1,0,263349,1,2,1,2.0,2,0,0,0,45,False,0
0,0,3,0,0.0,32,0.00,0.00,0.00,0.12,11,0,0,0.3,0.6,2024-08-24T16:30:00Z,15,0,0,0,0,0,0,0,False,1,0,0,0,0,2,0,314450,1,2,0,2.0,1,3007,28026,25019,45,True,0
0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,3,0,232094,0,2,1,0.0,0,-82077,9846,91923,45,False,0
0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,4,0,163873,0,2,3,0.0,0,-70335,769,71104,44,True,0
0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,5,0,143366,0,1,3,0.0,0,-22400,372,22772,44,True,0
0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,6,0,127676,0,2,2,0.0,0,-16078,643,16721,44,False,0
0,0,22,1,3.0,32,0.01,0.04,0.03,0.52,62,0,0,1.5,7.4,2024-10-06T13:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,7,0,119931,1,0,0,5.0,6,-8289,1341,9630,44,True,0
0,0,8,0,0.8,32,0.00,0.00,0.00,1.78,72,1,0,1.1,9.8,2024-10-19T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,8,0,128351,1,3,1,0.0,2,6527,9763,3236,44,False,0
0,0,11,0,16.0,32,0.14,0.14,0.00,0.31,82,1,0,3.2,16.2,2024-10-26T14:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,9,0,133837,1,1,1,0.0,1,4657,7784,3127,44,True,1
0,0,1,0,0.8,32,0.00,0.00,0.00,0.93,99,1,0,1.5,14.4,2024-11-03T14:00:00Z,59,0,0,0,0,0,0,0,False,18,0,0,0,0,10,0,134074,1,1,4,0.0,1,34,6307,6273,44,False,0
