h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.23456,0.842407,2.23456,0.842407,"{'att': 208, 'def': 35}","{'att': 236, 'def': 11}",11,5,4,1,2.3863,w,2019-08-09 20:00:00,1,0,0,3,1.392153
a,1.52022,2.14047,1.52022,2.14047,"{'att': 132, 'def': 14}","{'att': 288, 'def': 24}",6,1,2,1,0.9462999999999999,w,2019-08-17 15:00:00,1,0,0,3,-0.6202500000000002
h,2.78821,0.985542,2.02704,0.985542,"{'att': 362, 'def': 37}","{'att': 199, 'def': 7}",9,7,3,1,2.5204999999999997,w,2019-08-24 17:30:00,1,0,0,3,1.0414979999999998
a,1.20057,0.61739,1.20057,0.61739,"{'att': 149, 'def': 24}","{'att': 309, 'def': 19}",11,0,3,0,1.8342,w,2019-08-31 17:30:00,1,0,0,3,0.5831799999999999
h,2.93281,0.291073,2.93281,0.291073,"{'att': 167, 'def': 24}","{'att': 419, 'def': 10}",19,4,3,1,2.8820000000000006,w,2019-09-14 11:30:00,1,0,0,3,2.641737
a,1.03003,1.23321,1.03003,1.23321,"{'att': 277, 'def': 35}","{'att': 186, 'def': 16}",5,5,2,1,1.1699,w,2019-09-22 15:30:00,1,0,0,3,-0.20317999999999992
a,1.97079,1.17022,1.97079,1.17022,"{'att': 124, 'def': 11}","{'att': 412, 'def': 17}",11,1,1,0,1.9795999999999998,w,2019-09-28 11:30:00,1,0,0,3,0.80057
h,3.74867,0.0982107,2.9875,0.0982107,"{'att': 249, 'def': 32}","{'att': 259, 'def': 28}",12,4,2,1,2.9796,w,2019-10-05 15:00:00,1,0,0,3,2.8892892999999997
a,1.03212,0.791862,1.03212,0.791862,"{'att': 150, 'def': 29}","{'att': 378, 'def': 12}",7,1,1,1,1.5203,d,2019-10-20 16:30:00,0,1,0,1,0.24025799999999997
h,2.18851,1.35143,1.42734,1.35143,"{'att': 147, 'def': 29}","{'att': 323, 'def': 10}",13,4,2,1,2.0089,w,2019-10-27 16:30:00,1,0,0,3,0.07591000000000014
a,2.38824,0.741615,2.38824,0.741615,"{'att': 88, 'def': 20}","{'att': 293, 'def': 14}",16,2,2,1,2.4680999999999997,w,2019-11-02 15:00:00,1,0,0,3,1.6466250000000002
h,1.3319,1.48104,1.3319,1.48104,"{'att': 266, 'def': 13}","{'att': 253, 'def': 21}",6,9,3,1,1.2262,w,2019-11-10 16:30:00,1,0,0,3,-0.14913999999999983
a,1.64291,1.02306,1.64291,1.02306,"{'att': 182, 'def': 18}","{'att': 285, 'def': 13}",11,8,2,1,1.8781,w,2019-11-23 15:00:00,1,0,0,3,0.61985
h,1.36832,0.867601,1.36832,0.867601,"{'att': 358, 'def': 24}","{'att': 271, 'def': 18}",11,3,2,1,1.7929,w,2019-11-30 15:00:00,1,0,0,3,0.500719
h,2.41397,1.76453,2.41397,1.76453,"{'att': 184, 'def': 19}","{'att': 315, 'def': 35}",10,6,5,2,1.831,w,2019-12-04 20:15:00,1,0,0,3,0.64944
a,3.04446,0.154608,3.04446,0.154608,"{'att': 159, 'def': 17}","{'att': 527, 'def': 12}",19,2,3,0,2.9126,w,2019-12-07 15:00:00,1,0,0,3,2.889852
h,1.56674,1.01166,1.56674,1.01166,"{'att': 131, 'def': 26}","{'att': 391, 'def': 22}",10,7,2,0,1.8184,w,2019-12-14 12:30:00,1,0,0,3,0.55508
a,3.76973,0.120994,3.00856,0.120994,"{'att': 263, 'def': 23}","{'att': 348, 'def': 17}",6,3,4,0,2.9819,w,2019-12-26 20:00:00,1,0,0,3,2.887566
h,1.49124,0.363764,1.49124,0.363764,"{'att': 188, 'def': 30}","{'att': 384, 'def': 18}",14,3,1,0,2.3516000000000004,w,2019-12-29 16:30:00,1,0,0,3,1.127476
h,3.26791,0.634607,3.26791,0.634607,"{'att': 178, 'def': 12}","{'att': 619, 'def': 19}",16,7,2,0,2.8958999999999997,w,2020-01-02 20:00:00,1,0,0,3,2.633303
a,1.77548,1.10019,1.77548,1.10019,"{'att': 237, 'def': 18}","{'att': 472, 'def': 15}",21,4,1,0,1.8904999999999998,w,2020-01-11 17:30:00,1,0,0,3,0.67529
h,2.00659,1.4185,2.00659,1.4185,"{'att': 248, 'def': 22}","{'att': 281, 'def': 19}",12,5,2,0,1.7868999999999997,w,2020-01-19 16:30:00,1,0,0,3,0.58809
a,1.26452,1.83604,1.26452,1.83604,"{'att': 321, 'def': 28}","{'att': 351, 'def': 14}",2,4,2,1,0.9269999999999999,w,2020-01-23 20:00:00,1,0,0,3,-0.5715199999999998
a,2.59921,0.875396,1.83804,0.875396,"{'att': 203, 'def': 28}","{'att': 536, 'def': 14}",11,2,2,0,2.5768,w,2020-01-29 19:45:00,1,0,0,3,0.9626439999999999
h,3.6591,0.724678,3.6591,0.724678,"{'att': 136, 'def': 21}","{'att': 292, 'def': 22}",8,8,4,0,2.8752,w,2020-02-01 15:00:00,1,0,0,3,2.934422
a,2.05828,0.377488,2.05828,0.377488,"{'att': 220, 'def': 26}","{'att': 316, 'def': 6}",13,3,1,0,2.6755,w,2020-02-15 17:30:00,1,0,0,3,1.6807919999999998
