date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-10 15:00:00,5,5,1,h,0,0,0.87159,1.2246,-0.35300999999999993,"{'att': 294, 'def': 26}","{'att': 110, 'def': 27}",1,d,0,0,0.87159,1.2246,1.0512
2019-08-18 14:00:00,5,2,0,a,1,1,0.241912,1.84778,-1.605868,"{'att': 174, 'def': 15}","{'att': 278, 'def': 25}",0,l,0,0,0.241912,1.84778,0.22060000000000002
2019-08-24 15:00:00,2,7,0,a,0,1,0.676993,1.47444,-0.797447,"{'att': 275, 'def': 18}","{'att': 96, 'def': 14}",3,w,2,1,0.676993,2.23561,0.35029999999999994
2019-08-31 15:00:00,13,5,0,h,0,0,1.41394,0.30354,1.1104,"{'att': 216, 'def': 24}","{'att': 226, 'def': 25}",3,w,1,1,1.41394,0.30354,2.2757
2019-09-14 14:00:00,5,8,0,a,1,4,0.577323,1.04944,-0.4721169999999999,"{'att': 410, 'def': 24}","{'att': 216, 'def': 33}",0,l,0,0,0.577323,1.04944,0.8706999999999999
2019-09-22 13:00:00,6,5,1,h,0,1,0.984777,1.75572,-0.7709429999999999,"{'att': 265, 'def': 19}","{'att': 263, 'def': 21}",1,d,1,0,0.984777,1.75572,0.7636000000000001
2019-09-28 14:00:00,11,10,0,h,0,0,1.0438,0.712129,0.33167100000000005,"{'att': 294, 'def': 23}","{'att': 164, 'def': 18}",3,w,2,1,1.80497,0.712129,2.2533
2019-10-05 17:30:00,7,7,0,a,0,1,1.30703,1.23577,0.07125999999999988,"{'att': 281, 'def': 14}","{'att': 281, 'def': 19}",3,w,2,1,2.0682,1.23577,2.1092
2019-10-19 17:30:00,5,21,0,h,1,2,0.616864,4.02104,-3.404176,"{'att': 353, 'def': 19}","{'att': 128, 'def': 19}",0,l,0,0,0.616864,4.02104,0.0503
2019-10-27 16:30:00,1,8,1,a,0,2,1.01775,1.54014,-0.5223900000000001,"{'att': 263, 'def': 10}","{'att': 161, 'def': 21}",1,d,2,0,1.77892,1.54014,1.6021
2019-11-03 14:00:00,5,5,0,h,1,2,0.44291,0.981167,-0.538257,"{'att': 267, 'def': 15}","{'att': 186, 'def': 29}",0,l,0,0,0.44291,0.981167,0.8167
2019-11-09 12:30:00,3,11,0,a,1,2,0.479488,3.28903,-2.809542,"{'att': 320, 'def': 23}","{'att': 217, 'def': 28}",0,l,0,0,0.479488,3.28903,0.0769
2019-11-23 15:00:00,8,11,0,h,1,2,1.02306,1.64291,-0.61985,"{'att': 285, 'def': 13}","{'att': 182, 'def': 18}",0,l,1,0,1.02306,1.64291,0.8560000000000001
2019-11-30 15:00:00,6,5,0,a,0,0,0.936732,1.8509,-0.914168,"{'att': 175, 'def': 24}","{'att': 268, 'def': 32}",3,w,2,1,0.936732,1.8509,0.6598
2019-12-03 19:30:00,6,10,0,h,0,0,0.383763,0.342799,0.040964,"{'att': 305, 'def': 15}","{'att': 118, 'def': 21}",3,w,1,1,0.383763,0.342799,1.2658
2019-12-07 15:00:00,2,7,1,a,0,0,0.210746,1.57132,-1.3605740000000002,"{'att': 181, 'def': 20}","{'att': 231, 'def': 22}",1,d,0,0,0.210746,1.57132,0.2552
2019-12-16 19:45:00,5,11,1,h,0,1,0.484859,2.48355,-1.9986910000000002,"{'att': 309, 'def': 16}","{'att': 168, 'def': 32}",1,d,1,0,0.484859,2.48355,0.1452
2019-12-21 15:00:00,14,6,0,a,1,1,0.985368,0.714368,0.271,"{'att': 199, 'def': 23}","{'att': 300, 'def': 24}",0,l,0,0,0.985368,0.714368,1.524
2019-12-26 15:00:00,12,8,0,h,0,1,2.14195,0.796338,1.345612,"{'att': 169, 'def': 17}","{'att': 327, 'def': 33}",3,w,2,1,2.14195,0.796338,2.3714999999999997
2019-12-28 15:00:00,2,4,1,a,0,1,0.137837,1.47937,-1.341533,"{'att': 271, 'def': 14}","{'att': 184, 'def': 34}",1,d,1,0,0.137837,1.47937,0.2757
2020-01-01 17:30:00,7,7,1,a,0,1,1.43864,1.54749,-0.10885000000000011,"{'att': 191, 'def': 22}","{'att': 241, 'def': 21}",1,d,1,0,1.43864,1.54749,1.3082
2020-01-11 12:30:00,5,7,1,h,0,1,0.31381,1.0214,-0.7075900000000002,"{'att': 291, 'def': 31}","{'att': 176, 'def': 31}",1,d,1,0,0.31381,1.0214,0.6142
2020-01-18 15:00:00,2,23,1,a,0,2,0.586726,2.46283,-1.8761039999999998,"{'att': 295, 'def': 9}","{'att': 128, 'def': 26}",1,d,2,0,0.586726,2.46283,0.2571
2020-01-21 19:30:00,9,7,0,h,1,2,0.674618,1.13377,-0.4591519999999999,"{'att': 183, 'def': 23}","{'att': 169, 'def': 37}",0,l,0,0,0.674618,1.13377,0.9335
