date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-11 16:30:00,8,4,0,h,0,0,1.61326,1.09534,0.5179199999999999,"{'att': 281, 'def': 31}","{'att': 271, 'def': 42}",3,w,4,1,2.37442,1.09534,2.3226
2019-08-19 20:00:00,9,5,1,a,0,1,0.382148,0.307356,0.07479199999999997,"{'att': 184, 'def': 22}","{'att': 399, 'def': 20}",1,d,1,0,1.14332,0.307356,2.3024
2019-08-24 15:00:00,7,2,0,h,1,2,1.47444,0.676993,0.797447,"{'att': 96, 'def': 14}","{'att': 275, 'def': 18}",0,l,1,0,2.23561,0.676993,2.4880999999999998
2019-08-31 12:30:00,13,6,1,a,0,1,1.90356,0.769616,1.133944,"{'att': 190, 'def': 14}","{'att': 260, 'def': 39}",1,d,1,0,1.90356,0.769616,2.202
2019-09-14 14:00:00,4,4,0,h,0,0,0.339017,0.459141,-0.12012400000000001,"{'att': 243, 'def': 25}","{'att': 167, 'def': 35}",3,w,1,1,1.10019,0.459141,2.0657
2019-09-22 13:00:00,5,4,0,a,1,2,1.27826,0.51376,0.7645,"{'att': 189, 'def': 11}","{'att': 284, 'def': 19}",0,l,0,0,1.27826,0.51376,2.0981
2019-09-30 19:00:00,5,7,1,h,0,1,1.1335,1.70399,-0.5704899999999999,"{'att': 160, 'def': 27}","{'att': 243, 'def': 24}",1,d,1,0,1.1335,1.70399,0.9196
2019-10-06 16:30:00,5,1,0,a,1,1,0.969204,0.650296,0.31890799999999997,"{'att': 150, 'def': 22}","{'att': 313, 'def': 11}",0,l,0,0,0.969204,0.650296,1.6237
2019-10-20 16:30:00,1,7,1,h,0,1,0.791862,1.03212,-0.24025799999999997,"{'att': 378, 'def': 12}","{'att': 150, 'def': 29}",1,d,1,0,0.791862,1.03212,1.0985
2019-10-27 16:30:00,6,6,0,a,0,1,2.98998,0.8924,2.0975800000000002,"{'att': 247, 'def': 26}","{'att': 225, 'def': 26}",3,w,3,1,4.51232,0.8924,2.9315
2019-11-02 12:30:00,4,3,0,a,1,1,0.641129,1.86862,-1.227491,"{'att': 170, 'def': 20}","{'att': 223, 'def': 27}",0,l,0,0,0.641129,1.86862,0.4305
2019-11-10 14:00:00,9,2,0,h,0,1,3.65299,1.1342,2.51879,"{'att': 311, 'def': 26}","{'att': 186, 'def': 35}",3,w,3,1,3.65299,1.1342,2.7327
2019-11-24 16:30:00,6,3,1,a,0,3,1.33065,1.56025,-0.2295999999999998,"{'att': 164, 'def': 19}","{'att': 325, 'def': 31}",1,d,3,0,1.33065,1.56025,1.1348
2019-12-01 16:30:00,13,3,1,h,0,2,1.84804,1.29701,0.5510299999999999,"{'att': 153, 'def': 23}","{'att': 276, 'def': 23}",1,d,2,0,1.84804,1.29701,1.7835
2019-12-04 19:30:00,1,2,0,h,0,1,0.715699,0.542315,0.17338399999999998,"{'att': 280, 'def': 38}","{'att': 229, 'def': 27}",3,w,2,1,1.47683,0.542315,2.2216
2019-12-07 17:30:00,8,23,0,a,0,1,0.872683,2.07108,-1.198397,"{'att': 271, 'def': 13}","{'att': 131, 'def': 35}",3,w,2,1,1.63385,2.07108,1.0968
2019-12-15 14:00:00,4,2,1,h,0,1,1.48327,0.276759,1.2065110000000001,"{'att': 98, 'def': 11}","{'att': 270, 'def': 24}",1,d,1,0,1.48327,0.276759,2.3757
2019-12-22 14:00:00,8,8,0,a,1,2,1.5309,0.83174,0.6991599999999999,"{'att': 130, 'def': 24}","{'att': 284, 'def': 32}",0,l,0,0,1.5309,1.59291,1.3005
2019-12-26 17:30:00,6,4,0,h,0,1,1.99638,1.05018,0.9462000000000002,"{'att': 149, 'def': 27}","{'att': 445, 'def': 11}",3,w,4,1,1.99638,1.05018,2.0736
2019-12-28 19:45:00,9,3,0,a,0,0,2.10542,0.386662,1.718758,"{'att': 150, 'def': 18}","{'att': 270, 'def': 20}",3,w,2,1,2.10542,0.386662,2.6843999999999997
2020-01-01 20:00:00,5,8,0,a,1,2,0.716184,1.84614,-1.129956,"{'att': 326, 'def': 28}","{'att': 308, 'def': 25}",0,l,0,0,0.716184,1.84614,0.488
2020-01-11 15:00:00,17,4,0,h,0,0,2.37339,0.275987,2.097403,"{'att': 225, 'def': 45}","{'att': 302, 'def': 19}",3,w,4,1,3.13456,0.275987,2.9423
2020-01-19 16:30:00,5,12,0,a,1,2,1.4185,2.00659,-0.58809,"{'att': 281, 'def': 19}","{'att': 248, 'def': 22}",0,l,0,0,1.4185,2.00659,0.9483999999999999
2020-01-22 20:15:00,11,3,0,h,1,2,1.31192,0.718541,0.593379,"{'att': 109, 'def': 10}","{'att': 360, 'def': 26}",0,l,0,0,1.31192,0.718541,1.8112
2020-02-01 17:30:00,7,4,1,h,0,0,0.835985,1.13738,-0.3013950000000001,"{'att': 203, 'def': 29}","{'att': 272, 'def': 26}",1,d,0,0,0.835985,1.13738,1.0948
