date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-11 14:00:00,3,7,1,a,0,0,0.812949,0.543759,0.26919000000000004,"{'def': 21, 'att': 392}","{'def': 23, 'att': 148}",1,d,0,0,0.812949,0.543759,1.584
2019-08-19 20:00:00,5,9,1,h,0,1,0.307356,0.382148,-0.07479199999999997,"{'def': 20, 'att': 399}","{'def': 22, 'att': 184}",1,d,1,0,0.307356,1.14332,0.43789999999999996
2019-08-25 16:30:00,4,4,1,h,0,1,0.56676,1.22762,-0.6608599999999999,"{'def': 12, 'att': 142}","{'def': 21, 'att': 307}",1,d,1,0,1.32793,1.22762,1.4707
2019-09-01 14:00:00,5,4,0,a,1,3,2.00172,1.48842,0.5133000000000001,"{'def': 12, 'att': 242}","{'def': 30, 'att': 160}",0,l,2,0,2.00172,1.48842,1.7717000000000003
2019-09-14 14:00:00,5,6,0,h,1,5,1.49359,3.06799,-1.5744,"{'def': 28, 'att': 367}","{'def': 30, 'att': 213}",0,l,2,0,1.49359,3.06799,0.4052
2019-09-22 13:00:00,5,6,1,a,0,1,1.75572,0.984777,0.7709429999999999,"{'def': 21, 'att': 263}","{'def': 19, 'att': 265}",1,d,1,0,1.75572,0.984777,1.9945000000000002
2019-09-28 14:00:00,5,10,0,h,0,0,1.16363,1.06615,0.09748000000000001,"{'def': 16, 'att': 367}","{'def': 21, 'att': 239}",3,w,2,1,1.16363,1.06615,1.4304000000000001
2019-10-06 14:00:00,1,13,0,a,0,0,1.18825,1.61884,-0.43059000000000003,"{'def': 16, 'att': 315}","{'def': 26, 'att': 107}",3,w,2,1,1.18825,1.61884,1.0413000000000001
2019-10-19 15:00:00,3,5,1,h,0,1,0.126326,1.37695,-1.250624,"{'def': 15, 'att': 220}","{'def': 24, 'att': 289}",1,d,1,0,0.887495,1.37695,0.9399000000000001
2019-10-27 14:00:00,6,3,1,a,0,1,1.93255,0.603104,1.329446,"{'def': 25, 'att': 240}","{'def': 8, 'att': 309}",1,d,1,0,1.93255,0.603104,2.4101999999999997
2019-11-02 15:00:00,6,9,1,a,0,1,1.5103,1.02552,0.48478,"{'def': 25, 'att': 294}","{'def': 14, 'att': 197}",1,d,1,0,1.5103,1.02552,1.7378
2019-11-10 14:00:00,8,0,0,h,0,1,2.09891,0.473225,1.625685,"{'def': 32, 'att': 211}","{'def': 30, 'att': 189}",3,w,2,1,2.09891,0.473225,2.5328000000000004
2019-11-23 15:00:00,7,3,0,a,0,1,1.2765,0.849789,0.42671099999999995,"{'def': 20, 'att': 274}","{'def': 23, 'att': 323}",3,w,2,1,1.2765,0.849789,1.7279
2019-12-01 14:00:00,4,8,1,h,0,1,1.27422,1.47296,-0.19874000000000014,"{'def': 21, 'att': 159}","{'def': 37, 'att': 292}",1,d,1,0,1.27422,1.47296,1.2178
2019-12-04 19:30:00,5,4,0,h,0,0,1.82237,0.501977,1.3203930000000001,"{'def': 31, 'att': 287}","{'def': 26, 'att': 256}",3,w,2,1,1.82237,0.501977,2.4001
2019-12-08 16:30:00,11,6,1,a,0,2,1.87208,0.951621,0.9204589999999999,"{'def': 15, 'att': 347}","{'def': 30, 'att': 176}",1,d,2,0,1.87208,0.951621,2.0971
2019-12-15 14:00:00,8,10,0,h,1,2,0.718669,0.989205,-0.270536,"{'def': 31, 'att': 207}","{'def': 26, 'att': 226}",0,l,1,0,0.718669,0.989205,1.0598
2019-12-21 15:00:00,2,4,0,a,0,1,1.65224,1.26536,0.3868799999999999,"{'def': 26, 'att': 246}","{'def': 17, 'att': 248}",3,w,2,1,1.65224,1.26536,1.6819
2019-12-27 19:45:00,4,1,0,h,0,2,2.39405,0.614563,1.779487,"{'def': 17, 'att': 222}","{'def': 15, 'att': 282}",3,w,3,1,2.39405,1.52044,2.074
2019-12-29 16:30:00,3,14,0,a,1,1,0.363764,1.49124,-1.127476,"{'def': 18, 'att': 384}","{'def': 30, 'att': 188}",0,l,0,0,0.363764,1.49124,0.4244
2020-01-01 15:00:00,7,7,0,a,1,2,1.20577,1.16774,0.03803000000000001,"{'def': 20, 'att': 170}","{'def': 16, 'att': 338}",0,l,1,0,1.20577,1.16774,1.3624
2020-01-11 15:00:00,2,2,1,h,0,1,2.06207,0.18499,1.8770799999999999,"{'def': 28, 'att': 136}","{'def': 19, 'att': 361}",1,d,1,0,2.06207,0.18499,2.792
2020-01-18 15:00:00,5,2,0,a,0,2,1.49415,0.799986,0.6941640000000001,"{'def': 13, 'att': 199}","{'def': 33, 'att': 187}",3,w,3,1,2.25532,0.799986,2.4831
2020-01-23 20:00:00,4,2,0,h,1,2,1.83604,1.26452,0.5715199999999998,"{'def': 14, 'att': 351}","{'def': 28, 'att': 321}",0,l,1,0,1.83604,1.26452,1.8297000000000003
2020-02-01 17:30:00,4,7,1,a,0,0,1.13738,0.835985,0.3013950000000001,"{'def': 26, 'att': 272}","{'def': 29, 'att': 203}",1,d,0,0,1.13738,0.835985,1.5967
2020-02-14 20:00:00,6,4,1,h,0,0,1.1219,0.527124,0.5947759999999999,"{'def': 16, 'att': 271}","{'def': 28, 'att': 184}",1,d,0,0,1.1219,0.527124,1.8841999999999999
2020-02-23 14:00:00,4,4,0,h,0,0,3.26065,0.332785,2.927865,"{'def': 35, 'att': 362}","{'def': 21, 'att': 222}",3,w,3,1,3.26065,0.332785,2.9523
