date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-10 15:00:00,5,7,0,a,0,0,0.855516,0.670022,0.18549400000000005,"{'att': 230, 'def': 20}","{'att': 274, 'def': 28}",3,w,3,1,0.855516,0.670022,1.5457999999999998
2019-08-17 15:00:00,8,4,1,h,0,1,2.40461,1.00856,1.39605,"{'att': 192, 'def': 35}","{'att': 275, 'def': 31}",1,d,1,0,2.40461,1.00856,2.3339
2019-08-24 15:00:00,6,6,0,h,1,2,0.997711,2.07795,-1.080239,"{'att': 211, 'def': 23}","{'att': 215, 'def': 20}",0,l,0,0,0.997711,2.07795,0.5691
2019-08-31 15:00:00,7,16,0,a,1,4,0.861035,2.30818,-1.4471450000000001,"{'att': 346, 'def': 16}","{'att': 366, 'def': 32}",0,l,0,0,0.861035,2.30818,0.43790000000000007
2019-09-14 14:00:00,13,4,1,h,0,1,1.68545,0.341654,1.3437959999999998,"{'att': 111, 'def': 28}","{'att': 242, 'def': 20}",1,d,1,0,1.68545,0.341654,2.4816
2019-09-21 16:30:00,6,4,1,a,0,0,1.21592,1.09807,0.11784999999999979,"{'att': 128, 'def': 21}","{'att': 458, 'def': 20}",1,d,0,0,1.21592,1.09807,1.4292
2019-09-28 14:00:00,0,9,0,a,1,2,0.616263,3.50326,-2.886997,"{'att': 332, 'def': 26}","{'att': 349, 'def': 24}",0,l,0,0,0.616263,4.26443,0.0414
2019-10-05 12:30:00,12,4,0,h,0,0,2.60017,0.478504,2.121666,"{'att': 301, 'def': 37}","{'att': 259, 'def': 17}",3,w,3,1,2.60017,0.478504,2.8252
2019-10-19 15:00:00,10,7,0,a,1,2,1.32184,2.96692,-1.64508,"{'att': 200, 'def': 21}","{'att': 271, 'def': 18}",0,l,1,0,1.32184,2.96692,0.44210000000000005
2019-10-26 15:00:00,4,7,0,h,0,2,0.391623,1.04723,-0.655607,"{'att': 237, 'def': 28}","{'att': 327, 'def': 28}",3,w,3,1,1.15279,1.04723,1.4703
2019-11-02 15:00:00,15,5,0,h,0,0,2.65496,0.455082,2.199878,"{'att': 216, 'def': 31}","{'att': 289, 'def': 19}",3,w,2,1,2.65496,0.455082,2.7289
2019-11-10 14:00:00,2,9,0,a,1,3,1.1342,3.65299,-2.51879,"{'att': 186, 'def': 35}","{'att': 311, 'def': 26}",0,l,1,0,1.1342,3.65299,0.1845
2019-11-23 15:00:00,8,9,0,h,1,2,0.784706,2.748,-1.9632940000000003,"{'att': 247, 'def': 15}","{'att': 243, 'def': 9}",0,l,0,0,0.784706,3.50917,0.1059
2019-11-30 15:00:00,3,11,0,a,1,2,0.867601,1.36832,-0.500719,"{'att': 271, 'def': 18}","{'att': 358, 'def': 24}",0,l,1,0,0.867601,1.36832,0.9274
2019-12-05 20:15:00,4,6,0,a,0,1,1.53446,0.965377,0.5690829999999999,"{'att': 235, 'def': 28}","{'att': 223, 'def': 16}",3,w,2,1,1.53446,0.965377,1.7993999999999999
2019-12-08 16:30:00,6,11,1,h,0,2,0.951621,1.87208,-0.9204589999999999,"{'att': 176, 'def': 30}","{'att': 347, 'def': 15}",1,d,2,0,0.951621,1.87208,0.6745
2019-12-16 19:45:00,11,5,1,a,0,1,2.48355,0.484859,1.9986910000000002,"{'att': 168, 'def': 32}","{'att': 309, 'def': 16}",1,d,1,0,2.48355,0.484859,2.7738
2019-12-21 15:00:00,9,1,0,h,1,1,0.428371,1.65933,-1.230959,"{'att': 128, 'def': 15}","{'att': 364, 'def': 18}",0,l,0,0,0.428371,1.65933,0.3871
2019-12-26 12:30:00,2,7,0,a,1,2,1.09007,1.02645,0.06362000000000001,"{'att': 252, 'def': 26}","{'att': 243, 'def': 24}",0,l,1,0,1.09007,1.02645,1.4180000000000001
2019-12-28 12:30:00,11,5,0,h,0,0,1.05876,0.500726,0.5580339999999999,"{'att': 225, 'def': 24}","{'att': 274, 'def': 16}",3,w,2,1,1.05876,0.500726,1.8676000000000001
2020-01-01 12:30:00,10,7,1,h,0,1,1.56858,1.57499,-0.006409999999999805,"{'att': 328, 'def': 28}","{'att': 272, 'def': 34}",1,d,1,0,1.56858,1.57499,1.3587
2020-01-11 15:00:00,6,10,0,a,1,1,1.53975,1.53381,0.005940000000000056,"{'att': 263, 'def': 14}","{'att': 249, 'def': 30}",0,l,0,0,1.53975,1.53381,1.396
2020-01-18 15:00:00,7,4,1,h,0,1,1.20493,0.56107,0.6438600000000001,"{'att': 205, 'def': 29}","{'att': 290, 'def': 30}",1,d,1,0,1.20493,0.56107,1.9372
2020-01-21 19:30:00,4,6,0,a,1,3,1.96495,1.93757,0.02737999999999996,"{'att': 131, 'def': 21}","{'att': 344, 'def': 29}",0,l,1,0,1.96495,1.93757,1.3683
2020-02-01 15:00:00,8,5,1,a,0,3,1.95164,1.30773,0.64391,"{'att': 146, 'def': 23}","{'att': 347, 'def': 22}",1,d,3,0,1.95164,1.30773,1.8388000000000002
