assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
3,3,0,0,0.0,0,28495,71,8,0,0.0,133,0.0,950,0,0,0,1,0,1,2006/07,75,0.0,42,4
0,5,0,0,0.0,0,28495,68,11,0,0.0,827,0.0,1953,0,0,0,1,0,2,2007/08,70,0.0,58,5
2,16,0,0,0.0,0,28495,59,21,0,0.0,1448,0.0,2877,0,0,0,0,0,3,2008/09,60,0.0,98,6
1,4,0,0,0.0,0,28495,44,17,0,0.0,2180,0.0,1740,0,0,0,0,0,4,2009/10,50,0.0,54,3
2,1,0,11,0.0,0,28495,44,21,0,0.0,2854,0.0,2204,0,0,0,0,0,5,2010/11,50,0.0,67,3
0,3,0,4,0.0,169,28495,44,18,0,0.0,3631,0.0,1328,0,0,0,0,0,6,2011/12,50,0.0,38,4
0,1,0,6,0.0,200,28495,43,22,0,0.0,4311,0.0,1620,0,0,0,0,0,7,2012/13,45,0.0,45,3
1,2,71,7,0.0,178,28495,42,8,1,0.0,5010,0.0,1070,0,0,0,0,0,8,2013/14,45,0.0,48,3
1,0,150,2,0.0,109,28495,43,8,0,0.0,5712,0.0,702,0,0,0,0,0,9,2014/15,45,0.0,28,1
1,0,332,5,0.0,209,28495,42,26,0,0.0,6439,0.0,1782,0,0,0,0,0,10,2015/16,45,0.0,45,6
0,0,0,0,0.0,0,28495,44,0,0,0.0,7143,0.0,0,0,0,0,0,0,11,2016/17,45,0.0,0,0
